dataset	fs_method	n_features	integration_method	task	metric_name	ValueMeanRaw	ValueSDRaw	OrientedMean	OrientedSD	NSeeds	EffectiveFeaturesMin	EffectiveFeaturesMax	RuntimeMean
STOmics0212	statistic_variance	500	cellcharter	integration_eval	iLISI	0.0040054944		0.0040054944		1	500	500	20.9276003866
STOmics0212	statistic_variance	500	scvi	clustering_eval	CHAOS	0.1202790979		-0.1202790979		1	500	500	5.9666224597
STOmics0212	statistic_variance	500	scvi	clustering_eval	PAS	0.253756771		-0.253756771		1	500	500	5.9666224597
STOmics0212	statistic_variance	500	scvi	clustering_eval	ari	0.0957512898		0.0957512898		1	500	500	5.9666224597
STOmics0212	statistic_variance	500	scvi	clustering_eval	nmi	0.1756487202		0.1756487202		1	500	500	5.9666224597
STOmics0212	statistic_variance	500	scvi	clustering_eval	silhouette	0.2346807569		0.2346807569		1	500	500	5.9666224597
STOmics0212	statistic_variance	500	scvi	integration_eval	GC	0.9318303416		0.9318303416		1	500	500	6.3787817657
STOmics0212	statistic_variance	500	scvi	integration_eval	ILL	0.3415743109		0.3415743109		1	500	500	6.3787817657
STOmics0212	statistic_variance	500	scvi	integration_eval	bASW	0.8518946679		0.8518946679		1	500	500	6.3787817657
STOmics0212	statistic_variance	500	scvi	integration_eval	dASW	0.4494390599		0.4494390599		1	500	500	6.3787817657
STOmics0212	statistic_variance	500	scvi	integration_eval	dLISI	0.8789612162		0.8789612162		1	500	500	6.3787817657
STOmics0212	statistic_variance	500	scvi	integration_eval	iLISI	0.1101159347		0.1101159347		1	500	500	6.3787817657
STOmics0212	statistic_variance	5000	cellcharter	clustering_eval	CHAOS	0.1137652421		-0.1137652421		1	5000	5000	32.6557084713
STOmics0212	statistic_variance	5000	cellcharter	clustering_eval	PAS	0.1456471265		-0.1456471265		1	5000	5000	32.6557084713
STOmics0212	statistic_variance	5000	cellcharter	clustering_eval	ari	0.1037650707		0.1037650707		1	5000	5000	32.6557084713
STOmics0212	statistic_variance	5000	cellcharter	clustering_eval	nmi	0.1835200505		0.1835200505		1	5000	5000	32.6557084713
STOmics0212	statistic_variance	5000	cellcharter	clustering_eval	silhouette	0.2238339484		0.2238339484		1	5000	5000	32.6557084713
STOmics0212	statistic_variance	5000	cellcharter	integration_eval	GC	0.8443652326		0.8443652326		1	5000	5000	33.1872076141
STOmics0212	statistic_variance	5000	cellcharter	integration_eval	ILL	0.3729033483		0.3729033483		1	5000	5000	33.1872076141
STOmics0212	statistic_variance	5000	cellcharter	integration_eval	bASW	0.84977073		0.84977073		1	5000	5000	33.1872076141
STOmics0212	statistic_variance	5000	cellcharter	integration_eval	dASW	0.3929031044		0.3929031044		1	5000	5000	33.1872076141
STOmics0212	statistic_variance	5000	cellcharter	integration_eval	dLISI	0.9092060398		0.9092060398		1	5000	5000	33.1872076141
STOmics0212	statistic_variance	5000	cellcharter	integration_eval	iLISI	0.0453856305		0.0453856305		1	5000	5000	33.1872076141
STOmics0212	statistic_variance	5000	scvi	clustering_eval	CHAOS	0.1236809797		-0.1236809797		1	5000	5000	13.2747577811
STOmics0212	statistic_variance	5000	scvi	clustering_eval	PAS	0.345909018		-0.345909018		1	5000	5000	13.2747577811
STOmics0212	statistic_variance	5000	scvi	clustering_eval	ari	0.1101942553		0.1101942553		1	5000	5000	13.2747577811
STOmics0212	statistic_variance	5000	scvi	clustering_eval	nmi	0.1816232063		0.1816232063		1	5000	5000	13.2747577811
STOmics0212	statistic_variance	5000	scvi	clustering_eval	silhouette	0.3361909688		0.3361909688		1	5000	5000	13.2747577811
STOmics0212	statistic_variance	5000	scvi	integration_eval	GC	0.777310125		0.777310125		1	5000	5000	13.8093321268
STOmics0212	statistic_variance	5000	scvi	integration_eval	ILL	0.3175330692		0.3175330692		1	5000	5000	13.8093321268
STOmics0212	statistic_variance	5000	scvi	integration_eval	bASW	0.8323734872		0.8323734872		1	5000	5000	13.8093321268
STOmics0212	statistic_variance	5000	scvi	integration_eval	dASW	0.3904869556		0.3904869556		1	5000	5000	13.8093321268
STOmics0212	statistic_variance	5000	scvi	integration_eval	dLISI	0.854498383		0.854498383		1	5000	5000	13.8093321268
STOmics0212	statistic_variance	5000	scvi	integration_eval	iLISI	0.1333491606		0.1333491606		1	5000	5000	13.8093321268
STOmics0212	triku	100	cellcharter	clustering_eval	CHAOS	0.113793078		-0.113793078		1	100	100	81.1231148681
STOmics0212	triku	100	cellcharter	clustering_eval	PAS	0.0829290468		-0.0829290468		1	100	100	81.1231148681
STOmics0212	triku	100	cellcharter	clustering_eval	ari	0.0627211924		0.0627211924		1	100	100	81.1231148681
STOmics0212	triku	100	cellcharter	clustering_eval	nmi	0.1585399067		0.1585399067		1	100	100	81.1231148681
STOmics0212	triku	100	cellcharter	clustering_eval	silhouette	0.2094535828		0.2094535828		1	100	100	81.1231148681
STOmics0212	triku	100	cellcharter	integration_eval	GC	0.8375567319		0.8375567319		1	100	100	81.5304647153
STOmics0212	triku	100	cellcharter	integration_eval	ILL	0.2808658836		0.2808658836		1	100	100	81.5304647153
STOmics0212	triku	100	cellcharter	integration_eval	bASW	0.8653543942		0.8653543942		1	100	100	81.5304647153
STOmics0212	triku	100	cellcharter	integration_eval	dASW	0.3965888321		0.3965888321		1	100	100	81.5304647153
STOmics0212	triku	100	cellcharter	integration_eval	dLISI	0.8659860444		0.8659860444		1	100	100	81.5304647153
STOmics0212	triku	100	cellcharter	integration_eval	iLISI	0.0240287916		0.0240287916		1	100	100	81.5304647153
STOmics0212	triku	100	scvi	clustering_eval	CHAOS	0.1405343408		-0.1405343408		1	100	100	67.3211382283
STOmics0212	triku	100	scvi	clustering_eval	PAS	0.3623821759		-0.3623821759		1	100	100	67.3211382283
STOmics0212	triku	100	scvi	clustering_eval	ari	0.0720663379		0.0720663379		1	100	100	67.3211382283
STOmics0212	triku	100	scvi	clustering_eval	nmi	0.1255535243		0.1255535243		1	100	100	67.3211382283
STOmics0212	triku	100	scvi	clustering_eval	silhouette	0.3191363811		0.3191363811		1	100	100	67.3211382283
STOmics0212	triku	100	scvi	integration_eval	GC	0.6506893166		0.6506893166		1	100	100	67.7974323295
STOmics0212	triku	100	scvi	integration_eval	ILL	0.1536468984		0.1536468984		1	100	100	67.7974323295
STOmics0212	triku	100	scvi	integration_eval	bASW	0.9025536392		0.9025536392		1	100	100	67.7974323295
STOmics0212	triku	100	scvi	integration_eval	dASW	0.4039257318		0.4039257318		1	100	100	67.7974323295
STOmics0212	triku	100	scvi	integration_eval	dLISI	0.8220041301		0.8220041301		1	100	100	67.7974323295
STOmics0212	triku	100	scvi	integration_eval	iLISI	0.0923383533		0.0923383533		1	100	100	67.7974323295
STOmics0212	triku	1000	cellcharter	clustering_eval	CHAOS	0.1129945843		-0.1129945843		1	1000	1000	42.9395379275
STOmics0212	triku	1000	cellcharter	clustering_eval	PAS	0.0331374442		-0.0331374442		1	1000	1000	42.9395379275
STOmics0212	triku	1000	cellcharter	clustering_eval	ari	0.1533753924		0.1533753924		1	1000	1000	42.9395379275
STOmics0212	triku	1000	cellcharter	clustering_eval	nmi	0.2900079293		0.2900079293		1	1000	1000	42.9395379275
STOmics0212	triku	1000	cellcharter	clustering_eval	silhouette	0.19986552		0.19986552		1	1000	1000	42.9395379275
STOmics0212	triku	1000	cellcharter	integration_eval	GC	0.6576400877		0.6576400877		1	1000	1000	43.6610125815
STOmics0212	triku	1000	cellcharter	integration_eval	ILL	0.5171052632		0.5171052632		1	1000	1000	43.6610125815
STOmics0212	triku	1000	cellcharter	integration_eval	bASW	0.7277910054		0.7277910054		1	1000	1000	43.6610125815
STOmics0212	triku	1000	cellcharter	integration_eval	dASW	0.4510359354		0.4510359354		1	1000	1000	43.6610125815
STOmics0212	triku	1000	cellcharter	integration_eval	dLISI	0.9384981886		0.9384981886		1	1000	1000	43.6610125815
STOmics0212	triku	1000	cellcharter	integration_eval	iLISI	0.003824276		0.003824276		1	1000	1000	43.6610125815
STOmics0212	triku	1000	scvi	clustering_eval	CHAOS	0.1232310935		-0.1232310935		1	1000	1000	28.9396878323
STOmics0212	triku	1000	scvi	clustering_eval	PAS	0.2534833686		-0.2534833686		1	1000	1000	28.9396878323
STOmics0212	triku	1000	scvi	clustering_eval	ari	0.1067483984		0.1067483984		1	1000	1000	28.9396878323
STOmics0212	triku	1000	scvi	clustering_eval	nmi	0.2026311259		0.2026311259		1	1000	1000	28.9396878323
STOmics0212	triku	1000	scvi	clustering_eval	silhouette	0.2071624398		0.2071624398		1	1000	1000	28.9396878323
STOmics0212	triku	1000	scvi	integration_eval	GC	0.9505728134		0.9505728134		1	1000	1000	29.4451648593
STOmics0212	triku	1000	scvi	integration_eval	ILL	0.3013264568		0.3013264568		1	1000	1000	29.4451648593
STOmics0212	triku	1000	scvi	integration_eval	bASW	0.8319930796		0.8319930796		1	1000	1000	29.4451648593
STOmics0212	triku	1000	scvi	integration_eval	dASW	0.4353080615		0.4353080615		1	1000	1000	29.4451648593
STOmics0212	triku	1000	scvi	integration_eval	dLISI	0.9056023318		0.9056023318		1	1000	1000	29.4451648593
STOmics0212	triku	1000	scvi	integration_eval	iLISI	0.0708601757		0.0708601757		1	1000	1000	29.4451648593
STOmics0212	triku	10000	cellcharter	clustering_eval	CHAOS	0.1139961673		-0.1139961673		1	10000	10000	61.9786646124
STOmics0212	triku	10000	cellcharter	clustering_eval	PAS	0.1045877102		-0.1045877102		1	10000	10000	61.9786646124
STOmics0212	triku	10000	cellcharter	clustering_eval	ari	0.1177117201		0.1177117201		1	10000	10000	61.9786646124
STOmics0212	triku	10000	cellcharter	clustering_eval	nmi	0.2100612294		0.2100612294		1	10000	10000	61.9786646124
STOmics0212	triku	10000	cellcharter	clustering_eval	silhouette	0.2392244786		0.2392244786		1	10000	10000	61.9786646124
STOmics0212	triku	10000	cellcharter	integration_eval	GC	0.8467050974		0.8467050974		1	10000	10000	62.6610691575
STOmics0212	triku	10000	cellcharter	integration_eval	ILL	0.3767290723		0.3767290723		1	10000	10000	62.6610691575
STOmics0212	triku	10000	cellcharter	integration_eval	bASW	0.8065609701		0.8065609701		1	10000	10000	62.6610691575
STOmics0212	triku	10000	cellcharter	integration_eval	dASW	0.3995239064		0.3995239064		1	10000	10000	62.6610691575
STOmics0212	triku	10000	cellcharter	integration_eval	dLISI	0.9135733091		0.9135733091		1	10000	10000	62.6610691575
STOmics0212	triku	10000	cellcharter	integration_eval	iLISI	0.0380256627		0.0380256627		1	10000	10000	62.6610691575
STOmics0212	triku	10000	scvi	clustering_eval	CHAOS	0.1280623035		-0.1280623035		1	10000	10000	37.2758018533
STOmics0212	triku	10000	scvi	clustering_eval	PAS	0.470304088		-0.470304088		1	10000	10000	37.2758018533
STOmics0212	triku	10000	scvi	clustering_eval	ari	0.0927489651		0.0927489651		1	10000	10000	37.2758018533
STOmics0212	triku	10000	scvi	clustering_eval	nmi	0.1833592282		0.1833592282		1	10000	10000	37.2758018533
STOmics0212	triku	10000	scvi	clustering_eval	silhouette	0.340287894		0.340287894		1	10000	10000	37.2758018533
STOmics0212	triku	10000	scvi	integration_eval	GC	0.7903259193		0.7903259193		1	10000	10000	37.694854374
STOmics0212	triku	10000	scvi	integration_eval	ILL	0.294004065		0.294004065		1	10000	10000	37.694854374
STOmics0212	triku	10000	scvi	integration_eval	bASW	0.8312435705		0.8312435705		1	10000	10000	37.694854374
STOmics0212	triku	10000	scvi	integration_eval	dASW	0.3682827652		0.3682827652		1	10000	10000	37.694854374
STOmics0212	triku	10000	scvi	integration_eval	dLISI	0.8671013088		0.8671013088		1	10000	10000	37.694854374
STOmics0212	triku	10000	scvi	integration_eval	iLISI	0.0976470929		0.0976470929		1	10000	10000	37.694854374
STOmics0212	triku	200	cellcharter	clustering_eval	CHAOS	0.1132072114		-0.1132072114		1	200	200	42.4689371726
STOmics0212	triku	200	cellcharter	clustering_eval	PAS	0.0276562707		-0.0276562707		1	200	200	42.4689371726
STOmics0212	triku	200	cellcharter	clustering_eval	ari	0.0852399255		0.0852399255		1	200	200	42.4689371726
STOmics0212	triku	200	cellcharter	clustering_eval	nmi	0.2234894546		0.2234894546		1	200	200	42.4689371726
STOmics0212	triku	200	cellcharter	clustering_eval	silhouette	0.2836992145		0.2836992145		1	200	200	42.4689371726
STOmics0212	triku	200	cellcharter	integration_eval	GC	0.7875851874		0.7875851874		1	200	200	43.093683078
STOmics0212	triku	200	cellcharter	integration_eval	ILL	0.403654485		0.403654485		1	200	200	43.093683078
STOmics0212	triku	200	cellcharter	integration_eval	bASW	0.7675466537		0.7675466537		1	200	200	43.093683078
STOmics0212	triku	200	cellcharter	integration_eval	dASW	0.4431683049		0.4431683049		1	200	200	43.093683078
STOmics0212	triku	200	cellcharter	integration_eval	dLISI	0.9067059983		0.9067059983		1	200	200	43.093683078
STOmics0212	triku	200	cellcharter	integration_eval	iLISI	0.0054168033		0.0054168033		1	200	200	43.093683078
STOmics0212	triku	200	scvi	clustering_eval	CHAOS	0.1287979441		-0.1287979441		1	200	200	28.6745208558
STOmics0212	triku	200	scvi	clustering_eval	PAS	0.2793625027		-0.2793625027		1	200	200	28.6745208558
STOmics0212	triku	200	scvi	clustering_eval	ari	0.0850945888		0.0850945888		1	200	200	28.6745208558
STOmics0212	triku	200	scvi	clustering_eval	nmi	0.1608407076		0.1608407076		1	200	200	28.6745208558
STOmics0212	triku	200	scvi	clustering_eval	silhouette	0.256413728		0.256413728		1	200	200	28.6745208558
STOmics0212	triku	200	scvi	integration_eval	GC	0.7848442418		0.7848442418		1	200	200	29.180506818
STOmics0212	triku	200	scvi	integration_eval	ILL	0.2016790316		0.2016790316		1	200	200	29.180506818
STOmics0212	triku	200	scvi	integration_eval	bASW	0.8759623633		0.8759623633		1	200	200	29.180506818
STOmics0212	triku	200	scvi	integration_eval	dASW	0.4479177855		0.4479177855		1	200	200	29.180506818
STOmics0212	triku	200	scvi	integration_eval	dLISI	0.8434637673		0.8434637673		1	200	200	29.180506818
STOmics0212	triku	200	scvi	integration_eval	iLISI	0.105570566		0.105570566		1	200	200	29.180506818
STOmics0212	triku	2000	cellcharter	clustering_eval	CHAOS	0.11244142783333333	0.0003001766643696535	-0.11244142783333333	0.0003001766643696535	3	2000	2000	65.93592688133333
STOmics0212	triku	2000	cellcharter	clustering_eval	PAS	0.041240885266666666	0.008411329219072112	-0.041240885266666666	0.008411329219072112	3	2000	2000	65.93592688133333
STOmics0212	triku	2000	cellcharter	clustering_eval	ari	0.11284131926666667	0.006112720003246694	0.11284131926666667	0.006112720003246694	3	2000	2000	65.93592688133333
STOmics0212	triku	2000	cellcharter	clustering_eval	nmi	0.24076582566666668	0.016571543766402692	0.24076582566666668	0.016571543766402692	3	2000	2000	65.93592688133333
STOmics0212	triku	2000	cellcharter	clustering_eval	silhouette	0.21321476996666666	0.010615459967866206	0.21321476996666666	0.010615459967866206	3	2000	2000	65.93592688133333
STOmics0212	triku	2000	cellcharter	integration_eval	GC	0.7569398726333333	0.03561415411504985	0.7569398726333333	0.03561415411504985	3	2000	2000	66.43996349783333
STOmics0212	triku	2000	cellcharter	integration_eval	ILL	0.5017304180666667	0.021118540885764692	0.5017304180666667	0.021118540885764692	3	2000	2000	66.43996349783333
STOmics0212	triku	2000	cellcharter	integration_eval	bASW	0.7377228404333334	0.0014213293882409084	0.7377228404333334	0.0014213293882409084	3	2000	2000	66.43996349783333
STOmics0212	triku	2000	cellcharter	integration_eval	dASW	0.44390378146666665	0.002103052528933085	0.44390378146666665	0.002103052528933085	3	2000	2000	66.43996349783333
STOmics0212	triku	2000	cellcharter	integration_eval	dLISI	0.9350684405666666	0.0011375734308746075	0.9350684405666666	0.0011375734308746075	3	2000	2000	66.43996349783333
STOmics0212	triku	2000	cellcharter	integration_eval	iLISI	0.0083740371	0.00048509495928755004	0.0083740371	0.00048509495928755004	3	2000	2000	66.43996349783333
STOmics0212	triku	2000	scvi	clustering_eval	CHAOS	0.12412951403333333	0.002531763730970382	-0.12412951403333333	0.002531763730970382	3	2000	2000	49.07276816263334
STOmics0212	triku	2000	scvi	clustering_eval	PAS	0.2512754123	0.022801430059334455	-0.2512754123	0.022801430059334455	3	2000	2000	49.07276816263334
STOmics0212	triku	2000	scvi	clustering_eval	ari	0.11054516403333332	0.009765893164013497	0.11054516403333332	0.009765893164013497	3	2000	2000	49.07276816263334
STOmics0212	triku	2000	scvi	clustering_eval	nmi	0.20485981279999999	0.002329140997063963	0.20485981279999999	0.002329140997063963	3	2000	2000	49.07276816263334
STOmics0212	triku	2000	scvi	clustering_eval	silhouette	0.25231650473333334	0.010784087385447179	0.25231650473333334	0.010784087385447179	3	2000	2000	49.07276816263334
STOmics0212	triku	2000	scvi	integration_eval	GC	0.8813706388333333	0.011595187735393952	0.8813706388333333	0.011595187735393952	3	2000	2000	49.527591347366666
STOmics0212	triku	2000	scvi	integration_eval	ILL	0.29825930409999996	0.018594060527395685	0.29825930409999996	0.018594060527395685	3	2000	2000	49.527591347366666
STOmics0212	triku	2000	scvi	integration_eval	bASW	0.8474348985	0.010716056884882875	0.8474348985	0.010716056884882875	3	2000	2000	49.527591347366666
STOmics0212	triku	2000	scvi	integration_eval	dASW	0.44100767993333334	0.006892213017261427	0.44100767993333334	0.006892213017261427	3	2000	2000	49.527591347366666
STOmics0212	triku	2000	scvi	integration_eval	dLISI	0.9040129489333334	0.003503014531236802	0.9040129489333334	0.003503014531236802	3	2000	2000	49.527591347366666
STOmics0212	triku	2000	scvi	integration_eval	iLISI	0.0772649422	0.010935614066550928	0.0772649422	0.010935614066550928	3	2000	2000	49.527591347366666
STOmics0212	triku	500	cellcharter	clustering_eval	CHAOS	0.1132091989		-0.1132091989		1	500	500	42.8526886255
STOmics0212	triku	500	cellcharter	clustering_eval	PAS	0.036216272		-0.036216272		1	500	500	42.8526886255
STOmics0212	triku	500	cellcharter	clustering_eval	ari	0.1454889548		0.1454889548		1	500	500	42.8526886255
STOmics0212	triku	500	cellcharter	clustering_eval	nmi	0.2747330344		0.2747330344		1	500	500	42.8526886255
STOmics0212	triku	500	cellcharter	clustering_eval	silhouette	0.2027614117		0.2027614117		1	500	500	42.8526886255
STOmics0212	triku	500	cellcharter	integration_eval	GC	0.6558345853		0.6558345853		1	500	500	43.4777936377
STOmics0212	triku	500	cellcharter	integration_eval	ILL	0.4951214198		0.4951214198		1	500	500	43.4777936377
STOmics0212	triku	500	cellcharter	integration_eval	bASW	0.7141057193		0.7141057193		1	500	500	43.4777936377
STOmics0212	triku	500	cellcharter	integration_eval	dASW	0.4534467161		0.4534467161		1	500	500	43.4777936377
STOmics0212	triku	500	cellcharter	integration_eval	dLISI	0.9352909731		0.9352909731		1	500	500	43.4777936377
STOmics0212	triku	500	cellcharter	integration_eval	iLISI	0.0024053661		0.0024053661		1	500	500	43.4777936377
STOmics0212	triku	500	scvi	clustering_eval	CHAOS	0.1205187908		-0.1205187908		1	500	500	28.6778290868
STOmics0212	triku	500	scvi	clustering_eval	PAS	0.1930782675		-0.1930782675		1	500	500	28.6778290868
STOmics0212	triku	500	scvi	clustering_eval	ari	0.13159334		0.13159334		1	500	500	28.6778290868
STOmics0212	triku	500	scvi	clustering_eval	nmi	0.2307168193		0.2307168193		1	500	500	28.6778290868
STOmics0212	triku	500	scvi	clustering_eval	silhouette	0.2158461511		0.2158461511		1	500	500	28.6778290868
STOmics0212	triku	500	scvi	integration_eval	GC	0.886011744		0.886011744		1	500	500	29.1367157456
STOmics0212	triku	500	scvi	integration_eval	ILL	0.2954207218		0.2954207218		1	500	500	29.1367157456
STOmics0212	triku	500	scvi	integration_eval	bASW	0.8407714531		0.8407714531		1	500	500	29.1367157456
STOmics0212	triku	500	scvi	integration_eval	dASW	0.4401545562		0.4401545562		1	500	500	29.1367157456
STOmics0212	triku	500	scvi	integration_eval	dLISI	0.9022763117		0.9022763117		1	500	500	29.1367157456
STOmics0212	triku	500	scvi	integration_eval	iLISI	0.067497545		0.067497545		1	500	500	29.1367157456
STOmics0212	triku	5000	cellcharter	clustering_eval	CHAOS	0.1144665359		-0.1144665359		1	5000	5000	50.5858882433
STOmics0212	triku	5000	cellcharter	clustering_eval	PAS	0.0781880468		-0.0781880468		1	5000	5000	50.5858882433
STOmics0212	triku	5000	cellcharter	clustering_eval	ari	0.1152487463		0.1152487463		1	5000	5000	50.5858882433
STOmics0212	triku	5000	cellcharter	clustering_eval	nmi	0.237221544		0.237221544		1	5000	5000	50.5858882433
STOmics0212	triku	5000	cellcharter	clustering_eval	silhouette	0.1908731163		0.1908731163		1	5000	5000	50.5858882433
STOmics0212	triku	5000	cellcharter	integration_eval	GC	0.8512839741		0.8512839741		1	5000	5000	51.1391057307
STOmics0212	triku	5000	cellcharter	integration_eval	ILL	0.4518354274		0.4518354274		1	5000	5000	51.1391057307
STOmics0212	triku	5000	cellcharter	integration_eval	bASW	0.7747045098		0.7747045098		1	5000	5000	51.1391057307
STOmics0212	triku	5000	cellcharter	integration_eval	dASW	0.4247297645		0.4247297645		1	5000	5000	51.1391057307
STOmics0212	triku	5000	cellcharter	integration_eval	dLISI	0.9281210819		0.9281210819		1	5000	5000	51.1391057307
STOmics0212	triku	5000	cellcharter	integration_eval	iLISI	0.0188490693		0.0188490693		1	5000	5000	51.1391057307
STOmics0212	triku	5000	scvi	clustering_eval	CHAOS	0.1234525905		-0.1234525905		1	5000	5000	32.4609853365
STOmics0212	triku	5000	scvi	clustering_eval	PAS	0.2692237274		-0.2692237274		1	5000	5000	32.4609853365
STOmics0212	triku	5000	scvi	clustering_eval	ari	0.1314656683		0.1314656683		1	5000	5000	32.4609853365
STOmics0212	triku	5000	scvi	clustering_eval	nmi	0.2091147401		0.2091147401		1	5000	5000	32.4609853365
STOmics0212	triku	5000	scvi	clustering_eval	silhouette	0.2854731679		0.2854731679		1	5000	5000	32.4609853365
STOmics0212	triku	5000	scvi	integration_eval	GC	0.8330476558		0.8330476558		1	5000	5000	32.896431244
STOmics0212	triku	5000	scvi	integration_eval	ILL	0.2597389203		0.2597389203		1	5000	5000	32.896431244
STOmics0212	triku	5000	scvi	integration_eval	bASW	0.850964158		0.850964158		1	5000	5000	32.896431244
STOmics0212	triku	5000	scvi	integration_eval	dASW	0.4196035713		0.4196035713		1	5000	5000	32.896431244
STOmics0212	triku	5000	scvi	integration_eval	dLISI	0.8789257253		0.8789257253		1	5000	5000	32.896431244
STOmics0212	triku	5000	scvi	integration_eval	iLISI	0.1158615609		0.1158615609		1	5000	5000	32.896431244
STOmics0212	wilcoxon	100	cellcharter	clustering_eval	CHAOS	0.1301692814		-0.1301692814		1	100	100	85.4396857452
STOmics0212	wilcoxon	100	cellcharter	clustering_eval	PAS	0.1842385051		-0.1842385051		1	100	100	85.4396857452
STOmics0212	wilcoxon	100	cellcharter	clustering_eval	ari	0.0548691528		0.0548691528		1	100	100	85.4396857452
STOmics0212	wilcoxon	100	cellcharter	clustering_eval	nmi	0.071377572		0.071377572		1	100	100	85.4396857452
STOmics0212	wilcoxon	100	cellcharter	clustering_eval	silhouette	0.2689264715		0.2689264715		1	100	100	85.4396857452
STOmics0212	wilcoxon	100	cellcharter	integration_eval	GC	0.7738389004		0.7738389004		1	100	100	85.928493645
STOmics0212	wilcoxon	100	cellcharter	integration_eval	ILL	0.3133079042		0.3133079042		1	100	100	85.928493645
STOmics0212	wilcoxon	100	cellcharter	integration_eval	bASW	0.8278768942		0.8278768942		1	100	100	85.928493645
STOmics0212	wilcoxon	100	cellcharter	integration_eval	dASW	0.4540598579		0.4540598579		1	100	100	85.928493645
STOmics0212	wilcoxon	100	cellcharter	integration_eval	dLISI	0.8008771862		0.8008771862		1	100	100	85.928493645
STOmics0212	wilcoxon	100	cellcharter	integration_eval	iLISI	0.1440740285		0.1440740285		1	100	100	85.928493645
STOmics0212	wilcoxon	100	scvi	clustering_eval	CHAOS	0.1302692216		-0.1302692216		1	100	100	70.9908885136
STOmics0212	wilcoxon	100	scvi	clustering_eval	PAS	0.1457806665		-0.1457806665		1	100	100	70.9908885136
STOmics0212	wilcoxon	100	scvi	clustering_eval	ari	0.0356863745		0.0356863745		1	100	100	70.9908885136
STOmics0212	wilcoxon	100	scvi	clustering_eval	nmi	0.0447413775		0.0447413775		1	100	100	70.9908885136
STOmics0212	wilcoxon	100	scvi	clustering_eval	silhouette	0.7208960056		0.7208960056		1	100	100	70.9908885136
STOmics0212	wilcoxon	100	scvi	integration_eval	GC	0.4446001872		0.4446001872		1	100	100	71.415189581
STOmics0212	wilcoxon	100	scvi	integration_eval	ILL	0.2269170579		0.2269170579		1	100	100	71.415189581
STOmics0212	wilcoxon	100	scvi	integration_eval	bASW	0.8094688155		0.8094688155		1	100	100	71.415189581
STOmics0212	wilcoxon	100	scvi	integration_eval	dASW	0.4143805876		0.4143805876		1	100	100	71.415189581
STOmics0212	wilcoxon	100	scvi	integration_eval	dLISI	0.8205118487		0.8205118487		1	100	100	71.415189581
STOmics0212	wilcoxon	100	scvi	integration_eval	iLISI	0.0150539242		0.0150539242		1	100	100	71.415189581
STOmics0212	wilcoxon	1000	cellcharter	clustering_eval	CHAOS	0.11525988		-0.11525988		1	1000	1000	84.1666850233
STOmics0212	wilcoxon	1000	cellcharter	clustering_eval	PAS	0.0611915406		-0.0611915406		1	1000	1000	84.1666850233
STOmics0212	wilcoxon	1000	cellcharter	clustering_eval	ari	0.1358815044		0.1358815044		1	1000	1000	84.1666850233
STOmics0212	wilcoxon	1000	cellcharter	clustering_eval	nmi	0.2377777282		0.2377777282		1	1000	1000	84.1666850233
STOmics0212	wilcoxon	1000	cellcharter	clustering_eval	silhouette	0.177428931		0.177428931		1	1000	1000	84.1666850233
STOmics0212	wilcoxon	1000	cellcharter	integration_eval	GC	0.7427758049		0.7427758049		1	1000	1000	84.5652021263
STOmics0212	wilcoxon	1000	cellcharter	integration_eval	ILL	0.4921507802		0.4921507802		1	1000	1000	84.5652021263
STOmics0212	wilcoxon	1000	cellcharter	integration_eval	bASW	0.750945361		0.750945361		1	1000	1000	84.5652021263
STOmics0212	wilcoxon	1000	cellcharter	integration_eval	dASW	0.4682799056		0.4682799056		1	1000	1000	84.5652021263
STOmics0212	wilcoxon	1000	cellcharter	integration_eval	dLISI	0.9287204882		0.9287204882		1	1000	1000	84.5652021263
STOmics0212	wilcoxon	1000	cellcharter	integration_eval	iLISI	0.0035667578		0.0035667578		1	1000	1000	84.5652021263
STOmics0212	wilcoxon	1000	scvi	clustering_eval	CHAOS	0.1251278917		-0.1251278917		1	1000	1000	70.3103099978
STOmics0212	wilcoxon	1000	scvi	clustering_eval	PAS	0.2766950941		-0.2766950941		1	1000	1000	70.3103099978
STOmics0212	wilcoxon	1000	scvi	clustering_eval	ari	0.1145583078		0.1145583078		1	1000	1000	70.3103099978
STOmics0212	wilcoxon	1000	scvi	clustering_eval	nmi	0.2068949342		0.2068949342		1	1000	1000	70.3103099978
STOmics0212	wilcoxon	1000	scvi	clustering_eval	silhouette	0.2552428246		0.2552428246		1	1000	1000	70.3103099978
STOmics0212	wilcoxon	1000	scvi	integration_eval	GC	0.866119937		0.866119937		1	1000	1000	70.7668236839
STOmics0212	wilcoxon	1000	scvi	integration_eval	ILL	0.2531965716		0.2531965716		1	1000	1000	70.7668236839
STOmics0212	wilcoxon	1000	scvi	integration_eval	bASW	0.8096787788		0.8096787788		1	1000	1000	70.7668236839
STOmics0212	wilcoxon	1000	scvi	integration_eval	dASW	0.4221280515		0.4221280515		1	1000	1000	70.7668236839
STOmics0212	wilcoxon	1000	scvi	integration_eval	dLISI	0.8753750446		0.8753750446		1	1000	1000	70.7668236839
STOmics0212	wilcoxon	1000	scvi	integration_eval	iLISI	0.1249190359		0.1249190359		1	1000	1000	70.7668236839
