dataset	fs_method	n_features	integration_method	random_seed	Accuracy	CHAOS	GC	ILL	PAS	Ratio	ari	bASW	dASW	dLISI	iLISI	nmi	silhouette	BatchMixing	BiologicalConservation	Integration	LabelIndependentClustering	LabelAgreement	Clustering	Alignment	CoreOverall	AlignmentEligibleOverall	MethodGroup
DLPFC	anticor	2000	scvi	1	0.6649247372905426	0.6632056187542034	0.833849560275994	0.5146082161223309	0.5267993344042824	0.9553787348472429	0.6758148385788664	0.9514656844396613	0.7754191640024288	0.7999077851208953	0.5407198279273407	0.7451670654539081	0.2987617105061417	0.746092756183501	0.7309461813804122	0.7385194687819566	0.49625555455487574	0.7104909520163872	0.6033732532856315	0.8101517360688928	0.670946361033794	0.7173481527121602	expression_driven
DLPFC	anticor	2000	scvi	2	0.6008520306731042	0.6070741576908535	0.7986641261720606	0.49681815637604093	0.501837470586502	0.9238924789866816	0.6999088128420188	0.9603064432769305	0.7400595339296284	0.788800685224125	0.375227637322086	0.7304192384354821	0.3502024718382397	0.6677670402995083	0.7060856254254637	0.6869263328624859	0.48637136670519837	0.7151640256387504	0.6007676961719743	0.7623722548298929	0.6438470145172301	0.6833554279547843	expression_driven
DLPFC	anticor	500	cellcharter	0	0.9534223232036355	0.9927622092643814	0.7683210501052605	0.913838255553143	0.99337817222336	0.8988190881545447	0.6065149718929281	0.9189134190156081	0.9131192586308702	0.9733300772684078	0.21940253299013604	0.7332961027286541	0.16463149891183174	0.5691579760028721	0.8921521603894205	0.7306550681961463	0.716923960133191	0.6699055373107912	0.693414748721991	0.9261207056790901	0.7120349084590687	0.7833968408657425	expression_driven
DLPFC	anticor	500	scvi	0	0.6373189434819655	0.5905390035130881	0.8621462023175067	0.5173996875613106	0.5546734156258676	0.9726674853379338	0.6772298917742849	0.9508020917313622	0.7992550755823883	0.7945637499506143	0.6928540907142432	0.7126801903450158	0.27623593802038077	0.8218280912228026	0.743341178852955	0.7825846350378789	0.4738161190531122	0.6949550410596503	0.5843855800563813	0.8049932144099496	0.6834851075471301	0.7239878098347367	expression_driven
DLPFC	anticor	5000	cellcharter	0	0.9310991195683045	0.9665519871712374	0.7629723232187917	0.9739101889919168	0.9802731937190252	0.870850853346573	0.5011317236401018	0.8768928054011864	0.8782674620487381	0.9927438731771472	0.16353848269598106	0.6033552705306453	0.271903771577119	0.5202156440485838	0.9019734618591484	0.7110945529538661	0.7395763174891271	0.5522434970853736	0.6459099072872503	0.9009749864574388	0.6785022301205582	0.7526598155661851	expression_driven
DLPFC	anticor	5000	scvi	0	0.604600965634763	0.5982268408836794	0.7290793282727679	0.49021703234522446	0.4746914436846656	0.9262841658544576	0.6754893247880654	0.9405312234046286	0.7918566633314063	0.7905651833078982	0.3735066891675401	0.7130844752577691	0.36451946745628394	0.6570189562860843	0.7004295518143242	0.6787242540502043	0.47914591734154294	0.6942869000229173	0.5867164086822301	0.7654425657446102	0.6327203313662172	0.6769610761590149	expression_driven
DLPFC	dubstepr	100	cellcharter	0	0.7850610621982392	0.981476828809462	0.9841521209745401	0.648902866243079	0.9846415198871368	0.9228751765836972	0.5800965762788803	0.9731711067706701	0.857907855594736	0.8544110610029657	0.33128700939766775	0.7212235500941983	0.10220777102667178	0.652229058084169	0.8363434759538302	0.7442862670189996	0.6894420399077568	0.6506600631865394	0.6700510515471481	0.8539681193909683	0.7071686592830738	0.7561018126523719	expression_driven
DLPFC	dubstepr	100	scvi	0	0.5519454700369214	0.5203437027547084	0.770958797027367	0.3920142564345508	0.5292955207860605	0.9746824781911269	0.5603748127235318	0.9760134062659429	0.7381886950030102	0.7308216427208407	0.7210457447661343	0.6101446944732438	0.18999764372687666	0.8485295755160386	0.6579958477964423	0.7532627116562405	0.4132122890892152	0.5852597535983879	0.4992360213438015	0.7633139741140241	0.626249366500021	0.6719375690380222	expression_driven
DLPFC	dubstepr	1000	cellcharter	0	0.9486509514342516	0.9878516804409873	0.9791880263752926	0.9192376417269322	0.9843294965894146	0.9104457113338427	0.6638584836862196	0.9380622213837045	0.9018597947133458	0.975696935539774	0.2195719794892052	0.7781870737288725	0.1465586010177172	0.5788171004364548	0.943995599588836	0.7614063500126454	0.7062465926827063	0.721022778707546	0.7136346856951261	0.9295483313840471	0.7375205178538857	0.8015297890306062	expression_driven
DLPFC	dubstepr	1000	scvi	0	0.6518034649247373	0.6113817137580918	0.8160556831765283	0.494040972485763	0.5659062543438688	0.9706191519367345	0.6128184483028654	0.9504682831972291	0.7231592159378879	0.7872282390295553	0.7392951729583279	0.684013839614422	0.2795056425395573	0.8448817280777785	0.7051210276574336	0.775001377867606	0.4855978702138393	0.6484161439586437	0.5670070070862415	0.811211308430736	0.6710041924769238	0.7177398977948611	expression_driven
