Dataset	Platform	NSlices	Method	MethodBase	SelFeatures	Integration	IntegrationLabel	Task	TaskLabel	Type	Metric	MetricName	Value	ValueRaw	HigherBetter	Seed	Runtime	EffectiveFeatures	Notes
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0879103022	0.0879103022	True	0	291.0624951329	2000	cache_signature=704c49392396232f427fed5ae3c8b63d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0763560801	0.0763560801	False	0	291.0624951329	2000	cache_signature=704c49392396232f427fed5ae3c8b63d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1408333333	0.1408333333	False	0	291.0624951329	2000	cache_signature=704c49392396232f427fed5ae3c8b63d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.9926672713	0.9926672713	True	0	291.7090871632	2000	cache_signature=2987c6b2d754bf0ac445da3c3db8f67d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.1951727074	0.1951727074	True	0	291.7090871632	2000	cache_signature=2987c6b2d754bf0ac445da3c3db8f67d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4835277796	0.4835277796	True	0	291.7090871632	2000	cache_signature=2987c6b2d754bf0ac445da3c3db8f67d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.6904813187	0.6904813187	True	0	291.7090871632	2000	cache_signature=2987c6b2d754bf0ac445da3c3db8f67d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0804597701	0.0804597701	True	0	291.7090871632	2000	cache_signature=2987c6b2d754bf0ac445da3c3db8f67d
STOmics0224	Visium	8	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.8199422172	0.8199422172	True	0	291.7090871632	2000	cache_signature=2987c6b2d754bf0ac445da3c3db8f67d
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1842541681	0.1842541681	True	0	286.0287995953	500	cache_signature=ac8e55b64f6cd8150ba7485226fbcc83
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.6713149568	1.6713149568	False	0	286.0287995953	500	cache_signature=ac8e55b64f6cd8150ba7485226fbcc83
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0235070847	0.0235070847	True	0	285.0842915345	500	cache_signature=27c362cc13a6a4f7b4f373c0845ec0e8
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.0521718872	0.0521718872	True	0	285.0842915345	500	cache_signature=27c362cc13a6a4f7b4f373c0845ec0e8
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0947754612	0.0947754612	True	0	285.0842915345	500	cache_signature=27c362cc13a6a4f7b4f373c0845ec0e8
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0759197033	0.0759197033	False	0	285.0842915345	500	cache_signature=27c362cc13a6a4f7b4f373c0845ec0e8
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.122	0.122	False	0	285.0842915345	500	cache_signature=27c362cc13a6a4f7b4f373c0845ec0e8
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.9900266515	0.9900266515	True	0	286.1784127038	500	cache_signature=a10013230293afdf3b357cb5db11ce1f
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2235274877	0.2235274877	True	0	286.1784127038	500	cache_signature=a10013230293afdf3b357cb5db11ce1f
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4811770972	0.4811770972	True	0	286.1784127038	500	cache_signature=a10013230293afdf3b357cb5db11ce1f
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.6803991049	0.6803991049	True	0	286.1784127038	500	cache_signature=a10013230293afdf3b357cb5db11ce1f
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0294117647	0.0294117647	True	0	286.1784127038	500	cache_signature=a10013230293afdf3b357cb5db11ce1f
STOmics0224	Visium	8	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.8205896421	0.8205896421	True	0	286.1784127038	500	cache_signature=a10013230293afdf3b357cb5db11ce1f
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1863143564	0.1863143564	True	0	282.6482461356	1000	cache_signature=70d4a5ca5698278ee7e62ef6caeae519
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.636510305	1.636510305	False	0	282.6482461356	1000	cache_signature=70d4a5ca5698278ee7e62ef6caeae519
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0148980012	0.0148980012	True	0	281.4439110998	1000	cache_signature=1a2238e3eed60a5450104a280e867cb5
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.0487392225	0.0487392225	True	0	281.4439110998	1000	cache_signature=1a2238e3eed60a5450104a280e867cb5
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0861025215	0.0861025215	True	0	281.4439110998	1000	cache_signature=1a2238e3eed60a5450104a280e867cb5
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0761042717	0.0761042717	False	0	281.4439110998	1000	cache_signature=1a2238e3eed60a5450104a280e867cb5
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1516666667	0.1516666667	False	0	281.4439110998	1000	cache_signature=1a2238e3eed60a5450104a280e867cb5
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.9927963872	0.9927963872	True	0	282.4770074654	1000	cache_signature=62a2bbad54f23699dcb9f76e5ad2d061
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2386294195	0.2386294195	True	0	282.4770074654	1000	cache_signature=62a2bbad54f23699dcb9f76e5ad2d061
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4830268249	0.4830268249	True	0	282.4770074654	1000	cache_signature=62a2bbad54f23699dcb9f76e5ad2d061
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.6747443849	0.6747443849	True	0	282.4770074654	1000	cache_signature=62a2bbad54f23699dcb9f76e5ad2d061
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.1229050279	0.1229050279	True	0	282.4770074654	1000	cache_signature=62a2bbad54f23699dcb9f76e5ad2d061
STOmics0224	Visium	8	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.8316743197	0.8316743197	True	0	282.4770074654	1000	cache_signature=62a2bbad54f23699dcb9f76e5ad2d061
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1942166335	0.1942166335	True	0	296.7623935863	2000	cache_signature=804cb7577db7668aa957d1bd47e3633d
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.6535679649	1.6535679649	False	0	296.7623935863	2000	cache_signature=804cb7577db7668aa957d1bd47e3633d
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0322616287	0.0322616287	True	0	295.72442073	2000	cache_signature=9c6ed2e80f88282883176b343c590cd1
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.060409922	0.060409922	True	0	295.72442073	2000	cache_signature=9c6ed2e80f88282883176b343c590cd1
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0922417995	0.0922417995	True	0	295.72442073	2000	cache_signature=9c6ed2e80f88282883176b343c590cd1
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0748240286	0.0748240286	False	0	295.72442073	2000	cache_signature=9c6ed2e80f88282883176b343c590cd1
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1345833333	0.1345833333	False	0	295.72442073	2000	cache_signature=9c6ed2e80f88282883176b343c590cd1
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.991727992	0.991727992	True	0	296.6586465947	2000	cache_signature=dc0e33894b7354db47b16d97f3feffbf
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.1874629206	0.1874629206	True	0	296.6586465947	2000	cache_signature=dc0e33894b7354db47b16d97f3feffbf
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4831731096	0.4831731096	True	0	296.6586465947	2000	cache_signature=dc0e33894b7354db47b16d97f3feffbf
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.6964225942	0.6964225942	True	0	296.6586465947	2000	cache_signature=dc0e33894b7354db47b16d97f3feffbf
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0663507109	0.0663507109	True	0	296.6586465947	2000	cache_signature=dc0e33894b7354db47b16d97f3feffbf
STOmics0224	Visium	8	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.8123390654	0.8123390654	True	0	296.6586465947	2000	cache_signature=dc0e33894b7354db47b16d97f3feffbf
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1852083426	0.1852083426	True	0	284.3172117472	500	cache_signature=42cc146b924b61332e1a1bf5f04f5342
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.6031726251	1.6031726251	False	0	284.3172117472	500	cache_signature=42cc146b924b61332e1a1bf5f04f5342
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0261759218	0.0261759218	True	0	283.3331438918	500	cache_signature=3fe733e92da2eb72549e998bdc6f474e
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.0521386833	0.0521386833	True	0	283.3331438918	500	cache_signature=3fe733e92da2eb72549e998bdc6f474e
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0937210701	0.0937210701	True	0	283.3331438918	500	cache_signature=3fe733e92da2eb72549e998bdc6f474e
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0781631609	0.0781631609	False	0	283.3331438918	500	cache_signature=3fe733e92da2eb72549e998bdc6f474e
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1583333333	0.1583333333	False	0	283.3331438918	500	cache_signature=3fe733e92da2eb72549e998bdc6f474e
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.9934720835	0.9934720835	True	0	284.3777382914	500	cache_signature=a2544f2c84e992b53c7091e3dc15fce5
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2500562442	0.2500562442	True	0	284.3777382914	500	cache_signature=a2544f2c84e992b53c7091e3dc15fce5
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4827830717	0.4827830717	True	0	284.3777382914	500	cache_signature=a2544f2c84e992b53c7091e3dc15fce5
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.6745588957	0.6745588957	True	0	284.3777382914	500	cache_signature=a2544f2c84e992b53c7091e3dc15fce5
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0420168067	0.0420168067	True	0	284.3777382914	500	cache_signature=a2544f2c84e992b53c7091e3dc15fce5
STOmics0224	Visium	8	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.832917124	0.832917124	True	0	284.3777382914	500	cache_signature=a2544f2c84e992b53c7091e3dc15fce5
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1933598289	0.1933598289	True	0	303.4517332092	1000	cache_signature=994d96ce50735ef31e33a9a0c29b527f
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.6012723519	1.6012723519	False	0	303.4517332092	1000	cache_signature=994d96ce50735ef31e33a9a0c29b527f
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0334304683	0.0334304683	True	0	302.3973410893	1000	cache_signature=33031d2cfdb49e8eebae7c04164cf232
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.0638578263	0.0638578263	True	0	302.3973410893	1000	cache_signature=33031d2cfdb49e8eebae7c04164cf232
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0844746153	0.0844746153	True	0	302.3973410893	1000	cache_signature=33031d2cfdb49e8eebae7c04164cf232
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0744873264	0.0744873264	False	0	302.3973410893	1000	cache_signature=33031d2cfdb49e8eebae7c04164cf232
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1208333333	0.1208333333	False	0	302.3973410893	1000	cache_signature=33031d2cfdb49e8eebae7c04164cf232
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.994033522	0.994033522	True	0	303.8387510199	1000	cache_signature=7c9c73a7c58b1f51bd27eb9433583d04
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2840961636	0.2840961636	True	0	303.8387510199	1000	cache_signature=7c9c73a7c58b1f51bd27eb9433583d04
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4880368076	0.4880368076	True	0	303.8387510199	1000	cache_signature=7c9c73a7c58b1f51bd27eb9433583d04
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.6628766586	0.6628766586	True	0	303.8387510199	1000	cache_signature=7c9c73a7c58b1f51bd27eb9433583d04
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0845070423	0.0845070423	True	0	303.8387510199	1000	cache_signature=7c9c73a7c58b1f51bd27eb9433583d04
STOmics0224	Visium	8	triku-N1000	triku	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.7990303993	0.7990303993	True	0	303.8387510199	1000	cache_signature=7c9c73a7c58b1f51bd27eb9433583d04
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1899895109	0.1899895109	True	0	302.0342771728	2000	cache_signature=10b3907206983d916262a76fbeb80443
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.6429820109	1.6429820109	False	0	302.0342771728	2000	cache_signature=10b3907206983d916262a76fbeb80443
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0348070785	0.0348070785	True	0	302.2419607528	2000	cache_signature=8b871b1e028673496a89e26057a4065c
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.049860191	0.049860191	True	0	302.2419607528	2000	cache_signature=8b871b1e028673496a89e26057a4065c
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0860639209	0.0860639209	True	0	302.2419607528	2000	cache_signature=8b871b1e028673496a89e26057a4065c
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.074144526	0.074144526	False	0	302.2419607528	2000	cache_signature=8b871b1e028673496a89e26057a4065c
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1279166667	0.1279166667	False	0	302.2419607528	2000	cache_signature=8b871b1e028673496a89e26057a4065c
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.991501236	0.991501236	True	0	303.140415553	2000	cache_signature=6796e1bdb7d7dec464672c7aa4a0ba2b
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2781434401	0.2781434401	True	0	303.140415553	2000	cache_signature=6796e1bdb7d7dec464672c7aa4a0ba2b
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4841482118	0.4841482118	True	0	303.140415553	2000	cache_signature=6796e1bdb7d7dec464672c7aa4a0ba2b
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.669454525	0.669454525	True	0	303.140415553	2000	cache_signature=6796e1bdb7d7dec464672c7aa4a0ba2b
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0603015075	0.0603015075	True	0	303.140415553	2000	cache_signature=6796e1bdb7d7dec464672c7aa4a0ba2b
STOmics0224	Visium	8	triku-N2000	triku	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.8040386147	0.8040386147	True	0	303.140415553	2000	cache_signature=6796e1bdb7d7dec464672c7aa4a0ba2b
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1919606551	0.1919606551	True	0	334.2055357974	500	cache_signature=f1bca26cd3308f7e7829ee52ae003722
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.5706137705	1.5706137705	False	0	334.2055357974	500	cache_signature=f1bca26cd3308f7e7829ee52ae003722
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0376479104	0.0376479104	True	0	333.0107616484	500	cache_signature=18245bf1f5c5b196f61dfc26fd9b5097
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.0540119505	0.0540119505	True	0	333.0107616484	500	cache_signature=18245bf1f5c5b196f61dfc26fd9b5097
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0885316017	0.0885316017	True	0	333.0107616484	500	cache_signature=18245bf1f5c5b196f61dfc26fd9b5097
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0760713482	0.0760713482	False	0	333.0107616484	500	cache_signature=18245bf1f5c5b196f61dfc26fd9b5097
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1490833333	0.1490833333	False	0	333.0107616484	500	cache_signature=18245bf1f5c5b196f61dfc26fd9b5097
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.9930337334	0.9930337334	True	0	334.2345812377	500	cache_signature=c7ce9ce41e3e2b5aa83705087377a044
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.3070664822	0.3070664822	True	0	334.2345812377	500	cache_signature=c7ce9ce41e3e2b5aa83705087377a044
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4894232182	0.4894232182	True	0	334.2345812377	500	cache_signature=c7ce9ce41e3e2b5aa83705087377a044
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.6587158711	0.6587158711	True	0	334.2345812377	500	cache_signature=c7ce9ce41e3e2b5aa83705087377a044
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0291970803	0.0291970803	True	0	334.2345812377	500	cache_signature=c7ce9ce41e3e2b5aa83705087377a044
STOmics0224	Visium	8	triku-N500	triku	500	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.7934287907	0.7934287907	True	0	334.2345812377	500	cache_signature=c7ce9ce41e3e2b5aa83705087377a044
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.2076353368	0.2076353368	True	0	840.4755883608	100	cache_signature=400c7f79b157bb687c81b4dedd629630
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio	-1.2459276436	1.2459276436	False	0	840.4755883608	100	cache_signature=400c7f79b157bb687c81b4dedd629630
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0614183359	0.0614183359	True	0	840.1300396342	100	cache_signature=8307cc2573fa06d4775dccabd1b0cb12
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	ari	ARI	0.029241635	0.029241635	True	0	840.1300396342	100	cache_signature=8307cc2573fa06d4775dccabd1b0cb12
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	nmi	NMI	0.0386289686	0.0386289686	True	0	840.1300396342	100	cache_signature=8307cc2573fa06d4775dccabd1b0cb12
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1051085859	0.1051085859	False	0	840.1300396342	100	cache_signature=8307cc2573fa06d4775dccabd1b0cb12
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.7054166667	0.7054166667	False	0	840.1300396342	100	cache_signature=8307cc2573fa06d4775dccabd1b0cb12
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW	0.9824681825	0.9824681825	True	0	845.0396879204	100	cache_signature=102c55d07bfc525d1ae212e0d51a99b7
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.4162527534	0.4162527534	True	0	845.0396879204	100	cache_signature=102c55d07bfc525d1ae212e0d51a99b7
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW	0.4857533723	0.4857533723	True	0	845.0396879204	100	cache_signature=102c55d07bfc525d1ae212e0d51a99b7
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI	0.5959619813	0.5959619813	True	0	845.0396879204	100	cache_signature=102c55d07bfc525d1ae212e0d51a99b7
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL	0.0111111111	0.0111111111	True	0	845.0396879204	100	cache_signature=102c55d07bfc525d1ae212e0d51a99b7
STOmics0224	Visium	8	wilcoxon-N100	wilcoxon	100	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC	0.6305647372	0.6305647372	True	0	845.0396879204	100	cache_signature=102c55d07bfc525d1ae212e0d51a99b7
