dataset	platform	n_slices	fs_method	n_features	integration_method	task	metric_name	metric_value	random_seed	runtime	memory_usage	effective_n_features	notes	DirectionMultiplier	OrientedValue
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	ILL	0.3047863924	0	15.502400904	5266.37109375	2000	cache_signature=ba0e3e953f770a298d8f1c3f163feb38	1	0.3047863924
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	GC	0.7928621154	0	15.502400904	5266.37109375	2000	cache_signature=ba0e3e953f770a298d8f1c3f163feb38	1	0.7928621154
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	silhouette	0.1582310349	0	14.9140227037	5266.37109375	2000	cache_signature=c10e495b933011d4a567b09f0f1f3bc1	1	0.1582310349
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	ari	0.1646447552	0	14.9140227037	5266.37109375	2000	cache_signature=c10e495b933011d4a567b09f0f1f3bc1	1	0.1646447552
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	nmi	0.2119477361	0	14.9140227037	5266.37109375	2000	cache_signature=c10e495b933011d4a567b09f0f1f3bc1	1	0.2119477361
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	CHAOS	0.1124938956	0	14.9140227037	5266.37109375	2000	cache_signature=c10e495b933011d4a567b09f0f1f3bc1	-1	-0.1124938956
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	PAS	0.0645852841	0	14.9140227037	5266.37109375	2000	cache_signature=c10e495b933011d4a567b09f0f1f3bc1	-1	-0.0645852841
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	bASW	0.8323568568	2	19.3597729439	6873.35546875	2000	cache_signature=43074452b5d1011590a486e55549c916	1	0.8323568568
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	iLISI	0.0216456056	2	19.3597729439	6873.35546875	2000	cache_signature=43074452b5d1011590a486e55549c916	1	0.0216456056
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	dASW	0.4328503534	2	19.3597729439	6873.35546875	2000	cache_signature=43074452b5d1011590a486e55549c916	1	0.4328503534
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	dLISI	0.9069002378	2	19.3597729439	6873.35546875	2000	cache_signature=43074452b5d1011590a486e55549c916	1	0.9069002378
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	ILL	0.3511208577	2	19.3597729439	6873.35546875	2000	cache_signature=43074452b5d1011590a486e55549c916	1	0.3511208577
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	GC	0.8479400039	2	19.3597729439	6873.35546875	2000	cache_signature=43074452b5d1011590a486e55549c916	1	0.8479400039
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	silhouette	0.1491903365	2	18.8169743577	6873.35546875	2000	cache_signature=5f6094e13425b6e0113526b3cbfebea6	1	0.1491903365
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	ari	0.1191031086	2	18.8169743577	6873.35546875	2000	cache_signature=5f6094e13425b6e0113526b3cbfebea6	1	0.1191031086
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	nmi	0.2059586589	2	18.8169743577	6873.35546875	2000	cache_signature=5f6094e13425b6e0113526b3cbfebea6	1	0.2059586589
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	CHAOS	0.1129384965	2	18.8169743577	6873.35546875	2000	cache_signature=5f6094e13425b6e0113526b3cbfebea6	-1	-0.1129384965
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	PAS	0.065426223	2	18.8169743577	6873.35546875	2000	cache_signature=5f6094e13425b6e0113526b3cbfebea6	-1	-0.065426223
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	bASW	0.8342244267	1	17.2008095048	5266.37109375	2000	cache_signature=f146a891e1b9fc06afaa8d64ff88c403	1	0.8342244267
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	iLISI	0.0257282932	1	17.2008095048	5266.37109375	2000	cache_signature=f146a891e1b9fc06afaa8d64ff88c403	1	0.0257282932
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	dASW	0.427727595	1	17.2008095048	5266.37109375	2000	cache_signature=f146a891e1b9fc06afaa8d64ff88c403	1	0.427727595
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	dLISI	0.9038050668	1	17.2008095048	5266.37109375	2000	cache_signature=f146a891e1b9fc06afaa8d64ff88c403	1	0.9038050668
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	ILL	0.3319110688	1	17.2008095048	5266.37109375	2000	cache_signature=f146a891e1b9fc06afaa8d64ff88c403	1	0.3319110688
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	integration_eval	GC	0.8240450634	1	17.2008095048	5266.37109375	2000	cache_signature=f146a891e1b9fc06afaa8d64ff88c403	1	0.8240450634
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	silhouette	0.1675100178	1	16.5635393346	5266.37109375	2000	cache_signature=02c86b770434c02ef108926b1b8e4d20	1	0.1675100178
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	ari	0.1953743214	1	16.5635393346	5266.37109375	2000	cache_signature=02c86b770434c02ef108926b1b8e4d20	1	0.1953743214
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	nmi	0.2300839181	1	16.5635393346	5266.37109375	2000	cache_signature=02c86b770434c02ef108926b1b8e4d20	1	0.2300839181
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	CHAOS	0.1128619106	1	16.5635393346	5266.37109375	2000	cache_signature=02c86b770434c02ef108926b1b8e4d20	-1	-0.1128619106
STOmics0212	Visium	10	singleCellHaystack	2000	graphst	clustering_eval	PAS	0.076439362	1	16.5635393346	5266.37109375	2000	cache_signature=02c86b770434c02ef108926b1b8e4d20	-1	-0.076439362
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	bASW	0.7972272478	0	16.8716065763	5266.37109375	2000	cache_signature=1cd67d5b084b0a21164e308793876ae9	1	0.7972272478
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	iLISI	0.0137343538	0	16.8716065763	5266.37109375	2000	cache_signature=1cd67d5b084b0a21164e308793876ae9	1	0.0137343538
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	dASW	0.4350090623	0	16.8716065763	5266.37109375	2000	cache_signature=1cd67d5b084b0a21164e308793876ae9	1	0.4350090623
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	dLISI	0.921217676	0	16.8716065763	5266.37109375	2000	cache_signature=1cd67d5b084b0a21164e308793876ae9	1	0.921217676
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	ILL	0.4188871336	0	16.8716065763	5266.37109375	2000	cache_signature=1cd67d5b084b0a21164e308793876ae9	1	0.4188871336
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	GC	0.8209758609	0	16.8716065763	5266.37109375	2000	cache_signature=1cd67d5b084b0a21164e308793876ae9	1	0.8209758609
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	silhouette	0.1889108121	0	16.3502192739	5266.37109375	2000	cache_signature=4cfdf8f924e365b5062e06a6b53694fb	1	0.1889108121
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	ari	0.0999573103	0	16.3502192739	5266.37109375	2000	cache_signature=4cfdf8f924e365b5062e06a6b53694fb	1	0.0999573103
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	nmi	0.1758381438	0	16.3502192739	5266.37109375	2000	cache_signature=4cfdf8f924e365b5062e06a6b53694fb	1	0.1758381438
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	CHAOS	0.1127843702	0	16.3502192739	5266.37109375	2000	cache_signature=4cfdf8f924e365b5062e06a6b53694fb	-1	-0.1127843702
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	PAS	0.1160470853	0	16.3502192739	5266.37109375	2000	cache_signature=4cfdf8f924e365b5062e06a6b53694fb	-1	-0.1160470853
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	bASW	0.79377556	2	19.8840902299	7734.99609375	2000	cache_signature=25a83d18b8ddcd451282d0480fdc1c82	1	0.79377556
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	iLISI	0.0126976072	2	19.8840902299	7734.99609375	2000	cache_signature=25a83d18b8ddcd451282d0480fdc1c82	1	0.0126976072
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	dASW	0.4341893792	2	19.8840902299	7734.99609375	2000	cache_signature=25a83d18b8ddcd451282d0480fdc1c82	1	0.4341893792
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	dLISI	0.9220552389	2	19.8840902299	7734.99609375	2000	cache_signature=25a83d18b8ddcd451282d0480fdc1c82	1	0.9220552389
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	ILL	0.4392828806	2	19.8840902299	7734.99609375	2000	cache_signature=25a83d18b8ddcd451282d0480fdc1c82	1	0.4392828806
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	GC	0.7846255432	2	19.8840902299	7734.99609375	2000	cache_signature=25a83d18b8ddcd451282d0480fdc1c82	1	0.7846255432
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	silhouette	0.195835799	2	19.331926682	7735.70703125	2000	cache_signature=cbaff2839647350176701d86dc65d5ee	1	0.195835799
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	ari	0.0946171604	2	19.331926682	7735.70703125	2000	cache_signature=cbaff2839647350176701d86dc65d5ee	1	0.0946171604
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	nmi	0.1719924747	2	19.331926682	7735.70703125	2000	cache_signature=cbaff2839647350176701d86dc65d5ee	1	0.1719924747
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	CHAOS	0.1130385925	2	19.331926682	7735.70703125	2000	cache_signature=cbaff2839647350176701d86dc65d5ee	-1	-0.1130385925
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	PAS	0.105151401	2	19.331926682	7735.70703125	2000	cache_signature=cbaff2839647350176701d86dc65d5ee	-1	-0.105151401
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	bASW	0.7966895461	1	17.4567593783	5976.01953125	2000	cache_signature=42dbeb7d9ca534b9fd37269bde72f371	1	0.7966895461
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	iLISI	0.012958111	1	17.4567593783	5976.01953125	2000	cache_signature=42dbeb7d9ca534b9fd37269bde72f371	1	0.012958111
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	dASW	0.4371419474	1	17.4567593783	5976.01953125	2000	cache_signature=42dbeb7d9ca534b9fd37269bde72f371	1	0.4371419474
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	dLISI	0.921716086	1	17.4567593783	5976.01953125	2000	cache_signature=42dbeb7d9ca534b9fd37269bde72f371	1	0.921716086
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	ILL	0.4169488082	1	17.4567593783	5976.01953125	2000	cache_signature=42dbeb7d9ca534b9fd37269bde72f371	1	0.4169488082
STOmics0212	Visium	10	statistic_mean	2000	graphst	integration_eval	GC	0.7728586939	1	17.4567593783	5976.01953125	2000	cache_signature=42dbeb7d9ca534b9fd37269bde72f371	1	0.7728586939
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	silhouette	0.1854088306	1	16.9252907578	5976.01953125	2000	cache_signature=de21569416bff1085ace29980d174cf3	1	0.1854088306
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	ari	0.1015720601	1	16.9252907578	5976.01953125	2000	cache_signature=de21569416bff1085ace29980d174cf3	1	0.1015720601
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	nmi	0.178537398	1	16.9252907578	5976.01953125	2000	cache_signature=de21569416bff1085ace29980d174cf3	1	0.178537398
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	CHAOS	0.1134073209	1	16.9252907578	5976.01953125	2000	cache_signature=de21569416bff1085ace29980d174cf3	-1	-0.1134073209
STOmics0212	Visium	10	statistic_mean	2000	graphst	clustering_eval	PAS	0.1221243872	1	16.9252907578	5976.01953125	2000	cache_signature=de21569416bff1085ace29980d174cf3	-1	-0.1221243872
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	bASW	0.8526619963	0	17.4480805527	5266.37109375	2000	cache_signature=5cd8dd4138f2fd9ee4fa47e294ede299	1	0.8526619963
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	iLISI	0.0249084016	0	17.4480805527	5266.37109375	2000	cache_signature=5cd8dd4138f2fd9ee4fa47e294ede299	1	0.0249084016
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	dASW	0.4268178791	0	17.4480805527	5266.37109375	2000	cache_signature=5cd8dd4138f2fd9ee4fa47e294ede299	1	0.4268178791
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	dLISI	0.9077833124	0	17.4480805527	5266.37109375	2000	cache_signature=5cd8dd4138f2fd9ee4fa47e294ede299	1	0.9077833124
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	ILL	0.3841335196	0	17.4480805527	5266.37109375	2000	cache_signature=5cd8dd4138f2fd9ee4fa47e294ede299	1	0.3841335196
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	GC	0.854645066	0	17.4480805527	5266.37109375	2000	cache_signature=5cd8dd4138f2fd9ee4fa47e294ede299	1	0.854645066
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	silhouette	0.1834673882	0	16.881147352	5266.37109375	2000	cache_signature=a9a27bca3af87684416081afebf3db3d	1	0.1834673882
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	ari	0.0865788704	0	16.881147352	5266.37109375	2000	cache_signature=a9a27bca3af87684416081afebf3db3d	1	0.0865788704
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	nmi	0.1747370245	0	16.881147352	5266.37109375	2000	cache_signature=a9a27bca3af87684416081afebf3db3d	1	0.1747370245
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	CHAOS	0.1125851771	0	16.881147352	5266.37109375	2000	cache_signature=a9a27bca3af87684416081afebf3db3d	-1	-0.1125851771
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	PAS	0.1439360752	0	16.881147352	5266.37109375	2000	cache_signature=a9a27bca3af87684416081afebf3db3d	-1	-0.1439360752
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	bASW	0.8536092732	2	19.8429575646	7614.48046875	2000	cache_signature=11abfc3f6bba5867379ded1524b2c6d5	1	0.8536092732
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	iLISI	0.0250432905	2	19.8429575646	7614.48046875	2000	cache_signature=11abfc3f6bba5867379ded1524b2c6d5	1	0.0250432905
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	dASW	0.4265952706	2	19.8429575646	7614.48046875	2000	cache_signature=11abfc3f6bba5867379ded1524b2c6d5	1	0.4265952706
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	dLISI	0.9071125503	2	19.8429575646	7614.48046875	2000	cache_signature=11abfc3f6bba5867379ded1524b2c6d5	1	0.9071125503
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	ILL	0.4118965611	2	19.8429575646	7614.48046875	2000	cache_signature=11abfc3f6bba5867379ded1524b2c6d5	1	0.4118965611
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	GC	0.8618252985	2	19.8429575646	7614.48046875	2000	cache_signature=11abfc3f6bba5867379ded1524b2c6d5	1	0.8618252985
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	silhouette	0.185802564	2	19.3979191957	7614.48046875	2000	cache_signature=d49bca93246809fda391dd0d101fb3b2	1	0.185802564
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	ari	0.0879351111	2	19.3979191957	7614.48046875	2000	cache_signature=d49bca93246809fda391dd0d101fb3b2	1	0.0879351111
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	nmi	0.177444883	2	19.3979191957	7614.48046875	2000	cache_signature=d49bca93246809fda391dd0d101fb3b2	1	0.177444883
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	CHAOS	0.1133003826	2	19.3979191957	7614.48046875	2000	cache_signature=d49bca93246809fda391dd0d101fb3b2	-1	-0.1133003826
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	PAS	0.1399062895	2	19.3979191957	7614.48046875	2000	cache_signature=d49bca93246809fda391dd0d101fb3b2	-1	-0.1399062895
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	bASW	0.8536113054	1	17.3568231864	5773.66796875	2000	cache_signature=c025410e9fcac760b8e8c3667422126d	1	0.8536113054
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	iLISI	0.0231513499	1	17.3568231864	5773.66796875	2000	cache_signature=c025410e9fcac760b8e8c3667422126d	1	0.0231513499
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	dASW	0.4293045849	1	17.3568231864	5773.66796875	2000	cache_signature=c025410e9fcac760b8e8c3667422126d	1	0.4293045849
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	dLISI	0.9096440682	1	17.3568231864	5773.66796875	2000	cache_signature=c025410e9fcac760b8e8c3667422126d	1	0.9096440682
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	ILL	0.4160544119	1	17.3568231864	5773.66796875	2000	cache_signature=c025410e9fcac760b8e8c3667422126d	1	0.4160544119
STOmics0212	Visium	10	sparkx	2000	graphst	integration_eval	GC	0.7983232575	1	17.3568231864	5773.66796875	2000	cache_signature=c025410e9fcac760b8e8c3667422126d	1	0.7983232575
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	silhouette	0.1853622645	1	16.874569647	5773.67578125	2000	cache_signature=9834b01b515df01026be2524e01df14d	1	0.1853622645
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	ari	0.0874663448	1	16.874569647	5773.67578125	2000	cache_signature=9834b01b515df01026be2524e01df14d	1	0.0874663448
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	nmi	0.1779577237	1	16.874569647	5773.67578125	2000	cache_signature=9834b01b515df01026be2524e01df14d	1	0.1779577237
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	CHAOS	0.1133586374	1	16.874569647	5773.67578125	2000	cache_signature=9834b01b515df01026be2524e01df14d	-1	-0.1133586374
STOmics0212	Visium	10	sparkx	2000	graphst	clustering_eval	PAS	0.1372858856	1	16.874569647	5773.67578125	2000	cache_signature=9834b01b515df01026be2524e01df14d	-1	-0.1372858856
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	bASW	0.7994368725	0	17.1379827736	4327.5859375	2000	cache_signature=082b7947af1bb8a287cea780f09fec92	1	0.7994368725
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	iLISI	0.0120197164	0	17.1379827736	4327.5859375	2000	cache_signature=082b7947af1bb8a287cea780f09fec92	1	0.0120197164
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	dASW	0.4459243491	0	17.1379827736	4327.5859375	2000	cache_signature=082b7947af1bb8a287cea780f09fec92	1	0.4459243491
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	dLISI	0.9232825689	0	17.1379827736	4327.5859375	2000	cache_signature=082b7947af1bb8a287cea780f09fec92	1	0.9232825689
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	ILL	0.4536036036	0	17.1379827736	4327.5859375	2000	cache_signature=082b7947af1bb8a287cea780f09fec92	1	0.4536036036
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	GC	0.7853338727	0	17.1379827736	4327.5859375	2000	cache_signature=082b7947af1bb8a287cea780f09fec92	1	0.7853338727
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	silhouette	0.1845657825	0	16.5984797552	4327.58984375	2000	cache_signature=753f34dfab7194f2d64def99e4adb9d2	1	0.1845657825
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	ari	0.1344246857	0	16.5984797552	4327.58984375	2000	cache_signature=753f34dfab7194f2d64def99e4adb9d2	1	0.1344246857
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	nmi	0.2113672411	0	16.5984797552	4327.58984375	2000	cache_signature=753f34dfab7194f2d64def99e4adb9d2	1	0.2113672411
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	CHAOS	0.1135098921	0	16.5984797552	4327.58984375	2000	cache_signature=753f34dfab7194f2d64def99e4adb9d2	-1	-0.1135098921
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	PAS	0.1280515832	0	16.5984797552	4327.58984375	2000	cache_signature=753f34dfab7194f2d64def99e4adb9d2	-1	-0.1280515832
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	bASW	0.7983330935	2	19.376352286	6014.05859375	2000	cache_signature=899a42a88dafedc6b8fe8c2e01d4a884	1	0.7983330935
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	iLISI	0.01244418	2	19.376352286	6014.05859375	2000	cache_signature=899a42a88dafedc6b8fe8c2e01d4a884	1	0.01244418
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	dASW	0.4430806935	2	19.376352286	6014.05859375	2000	cache_signature=899a42a88dafedc6b8fe8c2e01d4a884	1	0.4430806935
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	dLISI	0.9222323629	2	19.376352286	6014.05859375	2000	cache_signature=899a42a88dafedc6b8fe8c2e01d4a884	1	0.9222323629
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	ILL	0.4573408679	2	19.376352286	6014.05859375	2000	cache_signature=899a42a88dafedc6b8fe8c2e01d4a884	1	0.4573408679
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	GC	0.8011329315	2	19.376352286	6014.05859375	2000	cache_signature=899a42a88dafedc6b8fe8c2e01d4a884	1	0.8011329315
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	silhouette	0.1885634959	2	18.7592201419	6014.05859375	2000	cache_signature=f4a5d0c38cb877462f13360a73ea89cb	1	0.1885634959
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	ari	0.135321735	2	18.7592201419	6014.05859375	2000	cache_signature=f4a5d0c38cb877462f13360a73ea89cb	1	0.135321735
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	nmi	0.2097670349	2	18.7592201419	6014.05859375	2000	cache_signature=f4a5d0c38cb877462f13360a73ea89cb	1	0.2097670349
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	CHAOS	0.1131154833	2	18.7592201419	6014.05859375	2000	cache_signature=f4a5d0c38cb877462f13360a73ea89cb	-1	-0.1131154833
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	PAS	0.1245840941	2	18.7592201419	6014.05859375	2000	cache_signature=f4a5d0c38cb877462f13360a73ea89cb	-1	-0.1245840941
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	bASW	0.7982545801	1	17.3416931489	5266.37109375	2000	cache_signature=f1a26b28f3eaccf23dcaf532ca91f1a2	1	0.7982545801
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	iLISI	0.0122770329	1	17.3416931489	5266.37109375	2000	cache_signature=f1a26b28f3eaccf23dcaf532ca91f1a2	1	0.0122770329
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	dASW	0.444983732	1	17.3416931489	5266.37109375	2000	cache_signature=f1a26b28f3eaccf23dcaf532ca91f1a2	1	0.444983732
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	dLISI	0.922161694	1	17.3416931489	5266.37109375	2000	cache_signature=f1a26b28f3eaccf23dcaf532ca91f1a2	1	0.922161694
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	ILL	0.4374033406	1	17.3416931489	5266.37109375	2000	cache_signature=f1a26b28f3eaccf23dcaf532ca91f1a2	1	0.4374033406
STOmics0212	Visium	10	morans_i	2000	graphst	integration_eval	GC	0.8094404062	1	17.3416931489	5266.37109375	2000	cache_signature=f1a26b28f3eaccf23dcaf532ca91f1a2	1	0.8094404062
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	silhouette	0.1867083609	1	16.8125896314	5266.37109375	2000	cache_signature=784c8f38ce96ae07d81285a555d4fee7	1	0.1867083609
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	ari	0.1324543281	1	16.8125896314	5266.37109375	2000	cache_signature=784c8f38ce96ae07d81285a555d4fee7	1	0.1324543281
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	nmi	0.2084487085	1	16.8125896314	5266.37109375	2000	cache_signature=784c8f38ce96ae07d81285a555d4fee7	1	0.2084487085
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	CHAOS	0.1131902155	1	16.8125896314	5266.37109375	2000	cache_signature=784c8f38ce96ae07d81285a555d4fee7	-1	-0.1131902155
STOmics0212	Visium	10	morans_i	2000	graphst	clustering_eval	PAS	0.127564533	1	16.8125896314	5266.37109375	2000	cache_signature=784c8f38ce96ae07d81285a555d4fee7	-1	-0.127564533
STOmics0212	Visium	10	seurat_mvp	2000	graphst	integration_eval	bASW	0.7557580814	0	14.8704442708	5266.37109375	1179	cache_signature=86523cf3a8c26b029e0eb708a165e2d0	1	0.7557580814
STOmics0212	Visium	10	seurat_mvp	2000	graphst	integration_eval	iLISI	0.0078079836	0	14.8704442708	5266.37109375	1179	cache_signature=86523cf3a8c26b029e0eb708a165e2d0	1	0.0078079836
STOmics0212	Visium	10	seurat_mvp	2000	graphst	integration_eval	dASW	0.4568433687	0	14.8704442708	5266.37109375	1179	cache_signature=86523cf3a8c26b029e0eb708a165e2d0	1	0.4568433687
STOmics0212	Visium	10	seurat_mvp	2000	graphst	integration_eval	dLISI	0.9239461102	0	14.8704442708	5266.37109375	1179	cache_signature=86523cf3a8c26b029e0eb708a165e2d0	1	0.9239461102
STOmics0212	Visium	10	seurat_mvp	2000	graphst	integration_eval	ILL	0.483552325	0	14.8704442708	5266.37109375	1179	cache_signature=86523cf3a8c26b029e0eb708a165e2d0	1	0.483552325
STOmics0212	Visium	10	seurat_mvp	2000	graphst	integration_eval	GC	0.7990072392	0	14.8704442708	5266.37109375	1179	cache_signature=86523cf3a8c26b029e0eb708a165e2d0	1	0.7990072392
STOmics0212	Visium	10	seurat_mvp	2000	graphst	clustering_eval	silhouette	0.1991290599	0	14.3195036761	5266.37109375	1179	cache_signature=fc715e76140e57f52ee43cd54dff989d	1	0.1991290599
STOmics0212	Visium	10	seurat_mvp	2000	graphst	clustering_eval	ari	0.1238099878	0	14.3195036761	5266.37109375	1179	cache_signature=fc715e76140e57f52ee43cd54dff989d	1	0.1238099878
STOmics0212	Visium	10	seurat_mvp	2000	graphst	clustering_eval	nmi	0.2193978806	0	14.3195036761	5266.37109375	1179	cache_signature=fc715e76140e57f52ee43cd54dff989d	1	0.2193978806
STOmics0212	Visium	10	seurat_mvp	2000	graphst	clustering_eval	CHAOS	0.112930698	0	14.3195036761	5266.37109375	1179	cache_signature=fc715e76140e57f52ee43cd54dff989d	-1	-0.112930698
STOmics0212	Visium	10	seurat_mvp	2000	graphst	clustering_eval	PAS	0.1052307029	0	14.3195036761	5266.37109375	1179	cache_signature=fc715e76140e57f52ee43cd54dff989d	-1	-0.1052307029
