dataset	fs_method	n_features	integration_method	Dataset	Integrator	Task	SeedSD	NSeeds
DLPFC	random	500	scvi	DLPFC	scVI	Alignment	0.054153282184687256	3
DLPFC	random	500	scvi	DLPFC	scVI	Clustering	0.0733154599185352	3
DLPFC	random	500	scvi	DLPFC	scVI	Core overall	0.05426590035418673	3
DLPFC	random	500	scvi	DLPFC	scVI	Integration	0.09693802654241628	3
DLPFC	scPNMF	2000	cellcharter	DLPFC	CellCharter	Alignment	0.017146724707518355	3
DLPFC	scPNMF	2000	cellcharter	DLPFC	CellCharter	Clustering	0.022795880439613888	3
DLPFC	scPNMF	2000	cellcharter	DLPFC	CellCharter	Core overall	0.004809880005654162	3
DLPFC	scPNMF	2000	cellcharter	DLPFC	CellCharter	Integration	0.013434857252392393	3
DLPFC	scPNMF	2000	scvi	DLPFC	scVI	Alignment	0.020769865926994285	3
DLPFC	scPNMF	2000	scvi	DLPFC	scVI	Clustering	0.0495788106099534	3
DLPFC	scPNMF	2000	scvi	DLPFC	scVI	Core overall	0.0399564278540787	3
DLPFC	scPNMF	2000	scvi	DLPFC	scVI	Integration	0.030513665752899377	3
DLPFC	scanpy_cell_ranger	2000	cellcharter	DLPFC	CellCharter	Alignment	0.006592251011957782	3
DLPFC	scanpy_cell_ranger	2000	cellcharter	DLPFC	CellCharter	Clustering	0.02865190492812607	3
DLPFC	scanpy_cell_ranger	2000	cellcharter	DLPFC	CellCharter	Core overall	0.014201171237156744	3
DLPFC	scanpy_cell_ranger	2000	cellcharter	DLPFC	CellCharter	Integration	0.001998077741924137	3
DLPFC	scanpy_cell_ranger	2000	scvi	DLPFC	scVI	Alignment	0.0061508791681950175	3
DLPFC	scanpy_cell_ranger	2000	scvi	DLPFC	scVI	Clustering	0.022431194400183617	3
DLPFC	scanpy_cell_ranger	2000	scvi	DLPFC	scVI	Core overall	0.010156472411650498	3
DLPFC	scanpy_cell_ranger	2000	scvi	DLPFC	scVI	Integration	0.006979583954383346	3
DLPFC	scanpy_cell_ranger_batch	2000	cellcharter	DLPFC	CellCharter	Alignment	0.004862206277484325	3
DLPFC	scanpy_cell_ranger_batch	2000	cellcharter	DLPFC	CellCharter	Clustering	0.02337338207855848	3
DLPFC	scanpy_cell_ranger_batch	2000	cellcharter	DLPFC	CellCharter	Core overall	0.012518472947788038	3
DLPFC	scanpy_cell_ranger_batch	2000	cellcharter	DLPFC	CellCharter	Integration	0.004985237787722705	3
DLPFC	scanpy_cell_ranger_batch	2000	scvi	DLPFC	scVI	Alignment	0.012996537442936574	3
DLPFC	scanpy_cell_ranger_batch	2000	scvi	DLPFC	scVI	Clustering	0.038509033117331844	3
DLPFC	scanpy_cell_ranger_batch	2000	scvi	DLPFC	scVI	Core overall	0.01798136438375216	3
DLPFC	scanpy_cell_ranger_batch	2000	scvi	DLPFC	scVI	Integration	0.002546742552234122	3
DLPFC	scanpy_pearson	2000	cellcharter	DLPFC	CellCharter	Alignment	0.014050037009144294	3
DLPFC	scanpy_pearson	2000	cellcharter	DLPFC	CellCharter	Clustering	0.014527494770220402	3
DLPFC	scanpy_pearson	2000	cellcharter	DLPFC	CellCharter	Core overall	0.003046485901961059	3
DLPFC	scanpy_pearson	2000	cellcharter	DLPFC	CellCharter	Integration	0.009420674605727264	3
DLPFC	scanpy_pearson	2000	scvi	DLPFC	scVI	Alignment	0.0021422532408754136	3
DLPFC	scanpy_pearson	2000	scvi	DLPFC	scVI	Clustering	0.011145086961782461	3
DLPFC	scanpy_pearson	2000	scvi	DLPFC	scVI	Core overall	0.0037448773710888365	3
DLPFC	scanpy_pearson	2000	scvi	DLPFC	scVI	Integration	0.018529038116146465	3
DLPFC	scanpy_pearson_batch	2000	cellcharter	DLPFC	CellCharter	Alignment	0.004312122892998715	3
DLPFC	scanpy_pearson_batch	2000	cellcharter	DLPFC	CellCharter	Clustering	0.033788041508094876	3
DLPFC	scanpy_pearson_batch	2000	cellcharter	DLPFC	CellCharter	Core overall	0.01968827251582824	3
DLPFC	scanpy_pearson_batch	2000	cellcharter	DLPFC	CellCharter	Integration	0.0060478839596720254	3
DLPFC	scanpy_pearson_batch	2000	scvi	DLPFC	scVI	Alignment	0.0022207173891657128	3
DLPFC	scanpy_pearson_batch	2000	scvi	DLPFC	scVI	Clustering	0.01412683516606284	3
DLPFC	scanpy_pearson_batch	2000	scvi	DLPFC	scVI	Core overall	0.010480340066146274	3
DLPFC	scanpy_pearson_batch	2000	scvi	DLPFC	scVI	Integration	0.013520086640144827	3
DLPFC	scanpy_seurat	2000	cellcharter	DLPFC	CellCharter	Alignment	0.008667350094393516	3
DLPFC	scanpy_seurat	2000	cellcharter	DLPFC	CellCharter	Clustering	0.03980891851644114	3
DLPFC	scanpy_seurat	2000	cellcharter	DLPFC	CellCharter	Core overall	0.021205693072033342	3
DLPFC	scanpy_seurat	2000	cellcharter	DLPFC	CellCharter	Integration	0.003668277117863615	3
DLPFC	scanpy_seurat	2000	scvi	DLPFC	scVI	Alignment	0.009268459904816829	3
DLPFC	scanpy_seurat	2000	scvi	DLPFC	scVI	Clustering	0.043493659573579715	3
DLPFC	scanpy_seurat	2000	scvi	DLPFC	scVI	Core overall	0.022492592197111583	3
DLPFC	scanpy_seurat	2000	scvi	DLPFC	scVI	Integration	0.011422720797759632	3
DLPFC	scanpy_seurat_batch	2000	cellcharter	DLPFC	CellCharter	Alignment	0.010377366121220694	3
DLPFC	scanpy_seurat_batch	2000	cellcharter	DLPFC	CellCharter	Clustering	0.012905049516856747	3
DLPFC	scanpy_seurat_batch	2000	cellcharter	DLPFC	CellCharter	Core overall	0.007480673983492348	3
DLPFC	scanpy_seurat_batch	2000	cellcharter	DLPFC	CellCharter	Integration	0.0026673274461384623	3
DLPFC	scanpy_seurat_batch	2000	scvi	DLPFC	scVI	Alignment	0.01355087971770692	3
DLPFC	scanpy_seurat_batch	2000	scvi	DLPFC	scVI	Clustering	0.015678854226396192	3
DLPFC	scanpy_seurat_batch	2000	scvi	DLPFC	scVI	Core overall	0.003226910144369035	3
DLPFC	scanpy_seurat_batch	2000	scvi	DLPFC	scVI	Integration	0.013693926478986656	3
DLPFC	scanpy_seurat_v3	2000	cellcharter	DLPFC	CellCharter	Alignment	0.005618558117530655	3
DLPFC	scanpy_seurat_v3	2000	cellcharter	DLPFC	CellCharter	Clustering	0.02080478885525762	3
DLPFC	scanpy_seurat_v3	2000	cellcharter	DLPFC	CellCharter	Core overall	0.020402952245581304	3
DLPFC	scanpy_seurat_v3	2000	cellcharter	DLPFC	CellCharter	Integration	0.02036180699338992	3
DLPFC	scanpy_seurat_v3	2000	scvi	DLPFC	scVI	Alignment	0.008203266272808808	3
DLPFC	scanpy_seurat_v3	2000	scvi	DLPFC	scVI	Clustering	0.049838993002507354	3
DLPFC	scanpy_seurat_v3	2000	scvi	DLPFC	scVI	Core overall	0.027925143983402484	3
DLPFC	scanpy_seurat_v3	2000	scvi	DLPFC	scVI	Integration	0.007217350762060086	3
DLPFC	scanpy_seurat_v3_batch	2000	cellcharter	DLPFC	CellCharter	Alignment	0.004674837343498674	3
DLPFC	scanpy_seurat_v3_batch	2000	cellcharter	DLPFC	CellCharter	Clustering	0.02437233633789398	3
DLPFC	scanpy_seurat_v3_batch	2000	cellcharter	DLPFC	CellCharter	Core overall	0.013613168391770812	3
DLPFC	scanpy_seurat_v3_batch	2000	cellcharter	DLPFC	CellCharter	Integration	0.0028708695647823583	3
DLPFC	scanpy_seurat_v3_batch	2000	scvi	DLPFC	scVI	Alignment	0.008457694231950093	3
DLPFC	scanpy_seurat_v3_batch	2000	scvi	DLPFC	scVI	Clustering	0.006956861842713584	3
DLPFC	scanpy_seurat_v3_batch	2000	scvi	DLPFC	scVI	Core overall	0.0024465452452372715	3
DLPFC	scanpy_seurat_v3_batch	2000	scvi	DLPFC	scVI	Integration	0.0040307467620869265	3
DLPFC	scry	2000	cellcharter	DLPFC	CellCharter	Alignment	0.003803910867598416	3
DLPFC	scry	2000	cellcharter	DLPFC	CellCharter	Clustering	0.016310964547958662	3
DLPFC	scry	2000	cellcharter	DLPFC	CellCharter	Core overall	0.009216709910762734	3
DLPFC	scry	2000	cellcharter	DLPFC	CellCharter	Integration	0.0024758235001879625	3
DLPFC	scry	2000	scvi	DLPFC	scVI	Alignment	0.03134334758200759	3
DLPFC	scry	2000	scvi	DLPFC	scVI	Clustering	0.04806316004325854	3
DLPFC	scry	2000	scvi	DLPFC	scVI	Core overall	0.05882610762719541	3
DLPFC	scry	2000	scvi	DLPFC	scVI	Integration	0.06977760092490917	3
DLPFC	scsegindex	500	cellcharter	DLPFC	CellCharter	Alignment	0.01209493892862515	3
DLPFC	scsegindex	500	cellcharter	DLPFC	CellCharter	Clustering	0.023778529176210626	3
DLPFC	scsegindex	500	cellcharter	DLPFC	CellCharter	Core overall	0.014208999412387756	3
DLPFC	scsegindex	500	cellcharter	DLPFC	CellCharter	Integration	0.007758944794783997	3
DLPFC	scsegindex	500	scvi	DLPFC	scVI	Alignment	0.027678110525412882	3
DLPFC	scsegindex	500	scvi	DLPFC	scVI	Clustering	0.05198485991753057	3
DLPFC	scsegindex	500	scvi	DLPFC	scVI	Core overall	0.061675113484492866	3
DLPFC	scsegindex	500	scvi	DLPFC	scVI	Integration	0.07138494606784676	3
DLPFC	seurat_disp	2000	cellcharter	DLPFC	CellCharter	Alignment	8.674898520543493e-4	3
DLPFC	seurat_disp	2000	cellcharter	DLPFC	CellCharter	Clustering	0.03956254292487107	3
DLPFC	seurat_disp	2000	cellcharter	DLPFC	CellCharter	Core overall	0.0256770651998841	3
DLPFC	seurat_disp	2000	cellcharter	DLPFC	CellCharter	Integration	0.011910544995747965	3
DLPFC	seurat_disp	2000	scvi	DLPFC	scVI	Alignment	0.0035017305711579198	3
DLPFC	seurat_disp	2000	scvi	DLPFC	scVI	Clustering	0.012174967579196049	3
DLPFC	seurat_disp	2000	scvi	DLPFC	scVI	Core overall	0.005981993163646693	3
DLPFC	seurat_disp	2000	scvi	DLPFC	scVI	Integration	0.010552038173319078	3
DLPFC	seurat_mvp	2000	cellcharter	DLPFC	CellCharter	Alignment	0.005925366977283734	3
DLPFC	seurat_mvp	2000	cellcharter	DLPFC	CellCharter	Clustering	0.0322757723879796	3
DLPFC	seurat_mvp	2000	cellcharter	DLPFC	CellCharter	Core overall	0.01652307584349595	3
DLPFC	seurat_mvp	2000	cellcharter	DLPFC	CellCharter	Integration	9.297571545157914e-4	3
DLPFC	seurat_mvp	2000	scvi	DLPFC	scVI	Alignment	0.005074526611137785	3
DLPFC	seurat_mvp	2000	scvi	DLPFC	scVI	Clustering	0.05991706247170674	3
DLPFC	seurat_mvp	2000	scvi	DLPFC	scVI	Core overall	0.03131011029205969	3
DLPFC	seurat_mvp	2000	scvi	DLPFC	scVI	Integration	0.006831602468883996	3
DLPFC	seurat_sct	2000	cellcharter	DLPFC	CellCharter	Alignment	0.008900723941664662	3
DLPFC	seurat_sct	2000	cellcharter	DLPFC	CellCharter	Clustering	0.03114764933898282	3
DLPFC	seurat_sct	2000	cellcharter	DLPFC	CellCharter	Core overall	0.019611199986955565	3
DLPFC	seurat_sct	2000	cellcharter	DLPFC	CellCharter	Integration	0.01175290190263862	3
DLPFC	seurat_sct	2000	scvi	DLPFC	scVI	Alignment	0.007063205173168709	3
DLPFC	seurat_sct	2000	scvi	DLPFC	scVI	Clustering	0.04403884490433714	3
DLPFC	seurat_sct	2000	scvi	DLPFC	scVI	Core overall	0.01695541924227159	3
DLPFC	seurat_sct	2000	scvi	DLPFC	scVI	Integration	0.011458753551351447	3
DLPFC	seurat_vst	2000	cellcharter	DLPFC	CellCharter	Alignment	0.005892417283735374	3
DLPFC	seurat_vst	2000	cellcharter	DLPFC	CellCharter	Clustering	0.03876923046401511	3
DLPFC	seurat_vst	2000	cellcharter	DLPFC	CellCharter	Core overall	0.022564678311655036	3
DLPFC	seurat_vst	2000	cellcharter	DLPFC	CellCharter	Integration	0.018731087386210585	3
DLPFC	seurat_vst	2000	scvi	DLPFC	scVI	Alignment	0.008646218194077456	3
DLPFC	seurat_vst	2000	scvi	DLPFC	scVI	Clustering	0.021804212560056453	3
DLPFC	seurat_vst	2000	scvi	DLPFC	scVI	Core overall	0.0156206277775464	3
DLPFC	seurat_vst	2000	scvi	DLPFC	scVI	Integration	0.00955409168256691	3
DLPFC	singleCellHaystack	2000	cellcharter	DLPFC	CellCharter	Alignment	0.009163128694797084	3
DLPFC	singleCellHaystack	2000	cellcharter	DLPFC	CellCharter	Clustering	0.05295230617502577	3
DLPFC	singleCellHaystack	2000	cellcharter	DLPFC	CellCharter	Core overall	0.026357224856485627	3
DLPFC	singleCellHaystack	2000	cellcharter	DLPFC	CellCharter	Integration	0.002600139462063697	3
DLPFC	singleCellHaystack	2000	scvi	DLPFC	scVI	Alignment	0.005246156393520415	3
DLPFC	singleCellHaystack	2000	scvi	DLPFC	scVI	Clustering	0.014708941545103549	3
DLPFC	singleCellHaystack	2000	scvi	DLPFC	scVI	Core overall	0.0030145641912360335	3
DLPFC	singleCellHaystack	2000	scvi	DLPFC	scVI	Integration	0.008691690853958028	3
DLPFC	somde	2000	cellcharter	DLPFC	CellCharter	Alignment	0.007545898166222869	3
DLPFC	somde	2000	cellcharter	DLPFC	CellCharter	Clustering	0.02280761712437188	3
DLPFC	somde	2000	cellcharter	DLPFC	CellCharter	Core overall	0.0152795123003665	3
DLPFC	somde	2000	cellcharter	DLPFC	CellCharter	Integration	0.00830124428099618	3
DLPFC	somde	2000	scvi	DLPFC	scVI	Alignment	0.004082139760683446	3
DLPFC	somde	2000	scvi	DLPFC	scVI	Clustering	0.06470405753276254	3
DLPFC	somde	2000	scvi	DLPFC	scVI	Core overall	0.03432634367290367	3
DLPFC	somde	2000	scvi	DLPFC	scVI	Integration	0.004776207558497481	3
DLPFC	sparkx	2000	cellcharter	DLPFC	CellCharter	Alignment	0.0027584942794658244	3
DLPFC	sparkx	2000	cellcharter	DLPFC	CellCharter	Clustering	0.013040967454489781	3
DLPFC	sparkx	2000	cellcharter	DLPFC	CellCharter	Core overall	0.008683775408433327	3
DLPFC	sparkx	2000	cellcharter	DLPFC	CellCharter	Integration	0.004388195969473502	3
DLPFC	sparkx	2000	scvi	DLPFC	scVI	Alignment	0.0355691947463972	3
DLPFC	sparkx	2000	scvi	DLPFC	scVI	Clustering	0.050546115104911575	3
DLPFC	sparkx	2000	scvi	DLPFC	scVI	Core overall	0.044231500463311695	3
DLPFC	sparkx	2000	scvi	DLPFC	scVI	Integration	0.0440765434695819	3
DLPFC	spatialde	2000	cellcharter	DLPFC	CellCharter	Alignment	0.004412733829672275	3
DLPFC	spatialde	2000	cellcharter	DLPFC	CellCharter	Clustering	0.048462062645237426	3
DLPFC	spatialde	2000	cellcharter	DLPFC	CellCharter	Core overall	0.026530724311268603	3
DLPFC	spatialde	2000	cellcharter	DLPFC	CellCharter	Integration	0.0053404239710981224	3
DLPFC	spatialde	2000	scvi	DLPFC	scVI	Alignment	0.0061196547388903625	3
DLPFC	spatialde	2000	scvi	DLPFC	scVI	Clustering	0.01596396540668622	3
DLPFC	spatialde	2000	scvi	DLPFC	scVI	Core overall	0.013998406337007678	3
DLPFC	spatialde	2000	scvi	DLPFC	scVI	Integration	0.019884864783905436	3
DLPFC	statistic_mean	2000	cellcharter	DLPFC	CellCharter	Alignment	0.00484749285339339	3
DLPFC	statistic_mean	2000	cellcharter	DLPFC	CellCharter	Clustering	0.025770683213624773	3
DLPFC	statistic_mean	2000	cellcharter	DLPFC	CellCharter	Core overall	0.010087068556023421	3
DLPFC	statistic_mean	2000	cellcharter	DLPFC	CellCharter	Integration	0.010829851833987035	3
DLPFC	statistic_mean	2000	scvi	DLPFC	scVI	Alignment	0.05734252979727652	3
DLPFC	statistic_mean	2000	scvi	DLPFC	scVI	Clustering	0.05238721106042807	3
DLPFC	statistic_mean	2000	scvi	DLPFC	scVI	Core overall	0.06001032123549065	3
DLPFC	statistic_mean	2000	scvi	DLPFC	scVI	Integration	0.06766829614075258	3
DLPFC	statistic_variance	2000	cellcharter	DLPFC	CellCharter	Alignment	0.005281906449883533	3
DLPFC	statistic_variance	2000	cellcharter	DLPFC	CellCharter	Clustering	0.053063774317620896	3
DLPFC	statistic_variance	2000	cellcharter	DLPFC	CellCharter	Core overall	0.02727627869753606	3
DLPFC	statistic_variance	2000	cellcharter	DLPFC	CellCharter	Integration	0.0015343109156359027	3
DLPFC	statistic_variance	2000	scvi	DLPFC	scVI	Alignment	0.015856309955589894	3
DLPFC	statistic_variance	2000	scvi	DLPFC	scVI	Clustering	0.03506980787715807	3
DLPFC	statistic_variance	2000	scvi	DLPFC	scVI	Core overall	0.029017130257496346	3
DLPFC	statistic_variance	2000	scvi	DLPFC	scVI	Integration	0.0285690954593806	3
DLPFC	triku	2000	cellcharter	DLPFC	CellCharter	Alignment	0.001291107137198283	3
DLPFC	triku	2000	cellcharter	DLPFC	CellCharter	Clustering	0.04219508739333021	3
DLPFC	triku	2000	cellcharter	DLPFC	CellCharter	Core overall	0.023478836806368763	3
DLPFC	triku	2000	cellcharter	DLPFC	CellCharter	Integration	0.00841012332538139	3
DLPFC	triku	2000	scvi	DLPFC	scVI	Alignment	0.006902988269955105	3
DLPFC	triku	2000	scvi	DLPFC	scVI	Clustering	0.03478111273032906	3
DLPFC	triku	2000	scvi	DLPFC	scVI	Core overall	0.013148323785641748	3
DLPFC	triku	2000	scvi	DLPFC	scVI	Integration	0.011471620171111151	3
DLPFC	wilcoxon	2000	cellcharter	DLPFC	CellCharter	Alignment	0.006784255904112091	3
DLPFC	wilcoxon	2000	cellcharter	DLPFC	CellCharter	Clustering	0.033679787344072606	3
DLPFC	wilcoxon	2000	cellcharter	DLPFC	CellCharter	Core overall	0.018917007958476208	3
DLPFC	wilcoxon	2000	cellcharter	DLPFC	CellCharter	Integration	0.008771758344788447	3
DLPFC	wilcoxon	2000	scvi	DLPFC	scVI	Alignment	0.008022404412853238	3
DLPFC	wilcoxon	2000	scvi	DLPFC	scVI	Clustering	0.07314075669049568	3
DLPFC	wilcoxon	2000	scvi	DLPFC	scVI	Core overall	0.04807849039288231	3
DLPFC	wilcoxon	2000	scvi	DLPFC	scVI	Integration	0.02666569217519436	3
E8p5Embryo	Brennecke	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.018490532038108586	3
E8p5Embryo	Brennecke	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.011050779226880348	3
E8p5Embryo	Brennecke	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0036172820678594506	3
E8p5Embryo	Brennecke	2000	scvi	E8.5 Embryo	scVI	Clustering	0.004618608673274124	3
E8p5Embryo	Brennecke	2000	scvi	E8.5 Embryo	scVI	Core overall	0.006413693678859011	3
E8p5Embryo	Brennecke	2000	scvi	E8.5 Embryo	scVI	Integration	0.010674818541764273	3
E8p5Embryo	TFs	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.004213925975247191	3
E8p5Embryo	TFs	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.006566183885889591	3
E8p5Embryo	TFs	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0091311076566242	3
E8p5Embryo	TFs	2000	scvi	E8.5 Embryo	scVI	Clustering	0.007857404078810224	3
E8p5Embryo	TFs	2000	scvi	E8.5 Embryo	scVI	Core overall	0.0034646371968229572	3
E8p5Embryo	TFs	2000	scvi	E8.5 Embryo	scVI	Integration	0.005687218067644357	3
E8p5Embryo	all_features	all	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.003381903681308025	3
E8p5Embryo	all_features	all	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.003148039958681878	3
E8p5Embryo	all_features	all	cellcharter	E8.5 Embryo	CellCharter	Integration	0.003419909752218965	3
E8p5Embryo	all_features	all	scvi	E8.5 Embryo	scVI	Clustering	0.0048749863240112965	3
E8p5Embryo	all_features	all	scvi	E8.5 Embryo	scVI	Core overall	0.02875232875665256	3
E8p5Embryo	all_features	all	scvi	E8.5 Embryo	scVI	Integration	0.058328365204429154	3
E8p5Embryo	anticor	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.0207588314763273	3
E8p5Embryo	anticor	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.010230832026800715	3
E8p5Embryo	anticor	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.006112087800007483	3
E8p5Embryo	anticor	2000	scvi	E8.5 Embryo	scVI	Clustering	0.016143760352604137	3
E8p5Embryo	anticor	2000	scvi	E8.5 Embryo	scVI	Core overall	0.0015533720793893555	3
E8p5Embryo	anticor	2000	scvi	E8.5 Embryo	scVI	Integration	0.014365842981425037	3
E8p5Embryo	dubstepr	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.022219982903706855	3
E8p5Embryo	dubstepr	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.006405531230946407	3
E8p5Embryo	dubstepr	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.009518509612950352	3
E8p5Embryo	dubstepr	2000	scvi	E8.5 Embryo	scVI	Clustering	0.010116347069174246	3
E8p5Embryo	dubstepr	2000	scvi	E8.5 Embryo	scVI	Core overall	0.0029232446665789103	3
E8p5Embryo	dubstepr	2000	scvi	E8.5 Embryo	scVI	Integration	0.007599907564226573	3
E8p5Embryo	hotspot	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.004174231852049058	3
E8p5Embryo	hotspot	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.002805382691688473	3
E8p5Embryo	hotspot	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.003184997384962788	3
E8p5Embryo	hotspot	2000	scvi	E8.5 Embryo	scVI	Clustering	0.03189679249004553	3
E8p5Embryo	hotspot	2000	scvi	E8.5 Embryo	scVI	Core overall	0.010450546040520486	3
E8p5Embryo	hotspot	2000	scvi	E8.5 Embryo	scVI	Integration	0.011830861694311133	3
E8p5Embryo	morans_i	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.0049628613978440215	3
E8p5Embryo	morans_i	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.0038783095711887954	3
E8p5Embryo	morans_i	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0027942983241948656	3
E8p5Embryo	morans_i	2000	scvi	E8.5 Embryo	scVI	Clustering	0.017078958456247705	3
E8p5Embryo	morans_i	2000	scvi	E8.5 Embryo	scVI	Core overall	0.004731691777520285	3
E8p5Embryo	morans_i	2000	scvi	E8.5 Embryo	scVI	Integration	0.011636247570471527	3
E8p5Embryo	nbumi	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.022405684376831138	3
E8p5Embryo	nbumi	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.00962591352248373	3
E8p5Embryo	nbumi	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.004017621251988261	3
E8p5Embryo	nbumi	2000	scvi	E8.5 Embryo	scVI	Clustering	0.022419973230751847	3
E8p5Embryo	nbumi	2000	scvi	E8.5 Embryo	scVI	Core overall	0.010194429215222232	3
E8p5Embryo	nbumi	2000	scvi	E8.5 Embryo	scVI	Integration	0.012999217835413369	3
E8p5Embryo	nnsvg	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.026532061526320608	3
E8p5Embryo	nnsvg	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.011823737057749516	3
E8p5Embryo	nnsvg	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.004722946772895263	3
E8p5Embryo	nnsvg	2000	scvi	E8.5 Embryo	scVI	Clustering	0.001073954414977447	3
E8p5Embryo	nnsvg	2000	scvi	E8.5 Embryo	scVI	Core overall	0.005090737882650647	3
E8p5Embryo	nnsvg	2000	scvi	E8.5 Embryo	scVI	Integration	0.00964656422878375	3
E8p5Embryo	osca	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.013104366979407473	3
E8p5Embryo	osca	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.006376406413361635	3
E8p5Embryo	osca	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0019360627450665158	3
E8p5Embryo	osca	2000	scvi	E8.5 Embryo	scVI	Clustering	0.0125929084335986	3
E8p5Embryo	osca	2000	scvi	E8.5 Embryo	scVI	Core overall	0.005808229084314071	3
E8p5Embryo	osca	2000	scvi	E8.5 Embryo	scVI	Integration	0.023653196640434034	3
E8p5Embryo	random	500	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.06002341890218244	3
E8p5Embryo	random	500	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.0167805620288936	3
E8p5Embryo	random	500	cellcharter	E8.5 Embryo	CellCharter	Integration	0.04020807593281988	3
E8p5Embryo	random	500	scvi	E8.5 Embryo	scVI	Clustering	0.01308113292378375	3
E8p5Embryo	random	500	scvi	E8.5 Embryo	scVI	Core overall	0.006950403303581197	3
E8p5Embryo	random	500	scvi	E8.5 Embryo	scVI	Integration	0.016911130216526217	3
E8p5Embryo	scPNMF	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.016716924531318473	3
E8p5Embryo	scPNMF	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.006934869555322358	3
E8p5Embryo	scPNMF	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0030654672871025896	3
E8p5Embryo	scPNMF	2000	scvi	E8.5 Embryo	scVI	Clustering	0.06365811263334187	3
E8p5Embryo	scPNMF	2000	scvi	E8.5 Embryo	scVI	Core overall	0.026114414548118543	3
E8p5Embryo	scPNMF	2000	scvi	E8.5 Embryo	scVI	Integration	0.017380522261889252	3
E8p5Embryo	scanpy_cell_ranger	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.02749948694431007	3
E8p5Embryo	scanpy_cell_ranger	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.013983687987683917	3
E8p5Embryo	scanpy_cell_ranger	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.006793988728936223	3
E8p5Embryo	scanpy_cell_ranger	2000	scvi	E8.5 Embryo	scVI	Clustering	0.0107640186649282	3
E8p5Embryo	scanpy_cell_ranger	2000	scvi	E8.5 Embryo	scVI	Core overall	0.002033412581260228	3
E8p5Embryo	scanpy_cell_ranger	2000	scvi	E8.5 Embryo	scVI	Integration	0.007348310194568386	3
E8p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.0187270299031718	3
E8p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.008700709115835327	3
E8p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0024485427089426144	3
E8p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E8.5 Embryo	scVI	Clustering	0.012256427354639903	3
E8p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E8.5 Embryo	scVI	Core overall	0.004750669697086293	3
E8p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E8.5 Embryo	scVI	Integration	0.012795925146088644	3
E8p5Embryo	scanpy_pearson	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.004437600706053611	3
E8p5Embryo	scanpy_pearson	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.004333489078945591	3
E8p5Embryo	scanpy_pearson	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.006570524656689556	3
E8p5Embryo	scanpy_pearson	2000	scvi	E8.5 Embryo	scVI	Clustering	0.0056478738319227706	3
E8p5Embryo	scanpy_pearson	2000	scvi	E8.5 Embryo	scVI	Core overall	0.008102427735886309	3
