Method	Type	Mean	SD	Integration
scPNMF (N=2,000)	Clustering	0.8571428571428571	4.947341758580104	CellCharter
scPNMF (N=2,000)	Integration	4.285714285714286	4.4986770542121866	CellCharter
scPNMF (N=2,000)	CoreOverall	6.571428571428571	6.704653678780206	CellCharter
scPNMF (N=2,000)	Alignment	0.14285714285714285	0.3779644730092272	GraphST
scPNMF (N=2,000)	Clustering	-6.285714285714286	6.550172662209898	GraphST
scPNMF (N=2,000)	Integration	6.714285714285714	6.2105900340811875	GraphST
scPNMF (N=2,000)	CoreOverall	0.7142857142857143	5.794085654478071	GraphST
scanpy-CellRanger (N=2,000)	Alignment	3.857142857142857	9.352870707766172	CellCharter
scanpy-CellRanger (N=2,000)	Clustering	-4.285714285714286	16.79994331056195	CellCharter
scanpy-CellRanger (N=2,000)	Integration	5.714285714285714	7.016986193380691	CellCharter
scanpy-CellRanger (N=2,000)	CoreOverall	-1.5714285714285714	12.62084443631702	CellCharter
scanpy-CellRanger (N=2,000)	Alignment	0.14285714285714285	3.760699023168052	GraphST
scanpy-CellRanger (N=2,000)	Clustering	-7	14.130345596151095	GraphST
scanpy-CellRanger (N=2,000)	Integration	2.857142857142857	6.718843437888484	GraphST
scanpy-CellRanger (N=2,000)	CoreOverall	-7.142857142857143	8.89622712968015	GraphST
scanpy-CellRanger (batch) (N=2,000)	Alignment	3.4285714285714284	8.638231741453087	CellCharter
scanpy-CellRanger (batch) (N=2,000)	Clustering	-0.7142857142857143	12.919162585274709	CellCharter
scanpy-CellRanger (batch) (N=2,000)	Integration	2	3.7859388972001824	CellCharter
scanpy-CellRanger (batch) (N=2,000)	CoreOverall	-4.857142857142857	10.286375640113665	CellCharter
scanpy-CellRanger (batch) (N=2,000)	Alignment	-1.5714285714285714	4.157609203101499	GraphST
scanpy-CellRanger (batch) (N=2,000)	Clustering	-5.142857142857143	10.415190371577012	GraphST
scanpy-CellRanger (batch) (N=2,000)	Integration	1.2857142857142858	3.903600291794133	GraphST
scanpy-CellRanger (batch) (N=2,000)	CoreOverall	-6	11.387127235025815	GraphST
scanpy-Pearson (N=2,000)	Alignment	-3.2857142857142856	8.693182879212227	CellCharter
scanpy-Pearson (N=2,000)	Clustering	-3	9.309493362512628	CellCharter
scanpy-Pearson (N=2,000)	Integration	6.571428571428571	8.059303999253345	CellCharter
scanpy-Pearson (N=2,000)	CoreOverall	4.857142857142857	5.27347359996462	CellCharter
scanpy-Pearson (N=2,000)	Alignment	1.5714285714285714	4.613644360558612	GraphST
scanpy-Pearson (N=2,000)	Clustering	2.5714285714285716	5.968169536721256	GraphST
scanpy-Pearson (N=2,000)	Integration	0.5714285714285714	9.484322904265804	GraphST
scanpy-Pearson (N=2,000)	CoreOverall	4.714285714285714	7.587583842794	GraphST
scanpy-Pearson (batch) (N=2,000)	Alignment	-1.4285714285714286	5.223572942509206	CellCharter
scanpy-Pearson (batch) (N=2,000)	Clustering	-3.5714285714285716	8.223080178318074	CellCharter
scanpy-Pearson (batch) (N=2,000)	Integration	1.2857142857142858	5.765248931147314	CellCharter
scanpy-Pearson (batch) (N=2,000)	CoreOverall	-1.4285714285714286	11.193110125685099	CellCharter
scanpy-Pearson (batch) (N=2,000)	Alignment	2	3.4641016151377544	GraphST
scanpy-Pearson (batch) (N=2,000)	Clustering	-1.4285714285714286	11.267314717907766	GraphST
scanpy-Pearson (batch) (N=2,000)	Integration	-5.142857142857143	7.883074092183654	GraphST
scanpy-Pearson (batch) (N=2,000)	CoreOverall	-5.571428571428571	13.439458605875744	GraphST
scanpy-Seurat (N=2,000)	Alignment	1.1428571428571428	3.484660262185848	CellCharter
scanpy-Seurat (N=2,000)	Clustering	-3.142857142857143	13.49603116263656	CellCharter
scanpy-Seurat (N=2,000)	Integration	3.5714285714285716	7.114706432386907	CellCharter
scanpy-Seurat (N=2,000)	CoreOverall	-4.857142857142857	8.764104278791063	CellCharter
scanpy-Seurat (N=2,000)	Alignment	1.7142857142857142	6.473388749701496	GraphST
scanpy-Seurat (N=2,000)	Clustering	-1.7142857142857142	10.812250547631695	GraphST
scanpy-Seurat (N=2,000)	Integration	5.714285714285714	5.96417878432803	GraphST
scanpy-Seurat (N=2,000)	CoreOverall	-2.4285714285714284	8.657504314314892	GraphST
scanpy-Seurat (batch) (N=2,000)	Alignment	0.42857142857142855	1.618347187425374	CellCharter
scanpy-Seurat (batch) (N=2,000)	Clustering	-2.142857142857143	10.253919111386491	CellCharter
scanpy-Seurat (batch) (N=2,000)	Integration	7.142857142857143	7.380798769522881	CellCharter
scanpy-Seurat (batch) (N=2,000)	CoreOverall	-1.5714285714285714	15.197117521174237	CellCharter
scanpy-Seurat (batch) (N=2,000)	Alignment	-0.2857142857142857	2.9277002188455996	GraphST
scanpy-Seurat (batch) (N=2,000)	Clustering	-0.2857142857142857	10.578504710249076	GraphST
scanpy-Seurat (batch) (N=2,000)	Integration	1.8571428571428572	5.080307452263476	GraphST
scanpy-Seurat (batch) (N=2,000)	CoreOverall	-3.5714285714285716	10.146545271784921	GraphST
