dataset	heldout_slice	method	n_features	seed	evaluation_role	metric	value	runtime_seconds	Reference	Metric
MouseBrainSerialSections	section1	singleCellHaystack	2000	0	heldout_clustering	heldout_ari	0.6212610477633856	50.00462262891233	Moran's I	ARI
MouseBrainSerialSections	section1	singleCellHaystack	2000	0	heldout_clustering	heldout_nmi	0.736884258915065	50.00462262891233	Moran's I	NMI
MouseBrainSerialSections	section1	scsegindex	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.0720986330742428	345.90391749329865	Moran's I	Jaccard
MouseBrainSerialSections	section1	scsegindex	2000	0	spatial_reproducibility	heldout_moran_percentile	0.6064525329078579	345.90391749329865	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	scsegindex	2000	0	spatial_reproducibility	heldout_rank_spearman	0.1172681255474997	345.90391749329865	Moran's I	RankSpearman
MouseBrainSerialSections	section1	scsegindex	2000	0	heldout_clustering	heldout_ari	0.592555689440018	345.90391749329865	Moran's I	ARI
MouseBrainSerialSections	section1	scsegindex	2000	0	heldout_clustering	heldout_nmi	0.6715119827499466	345.90391749329865	Moran's I	NMI
MouseBrainSerialSections	section1	morans_i	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.8181818181818182	1.6627576211467383	Moran's I	Jaccard
MouseBrainSerialSections	section1	morans_i	2000	0	spatial_reproducibility	heldout_moran_percentile	0.9448375299162346	1.6627576211467383	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	morans_i	2000	0	spatial_reproducibility	heldout_rank_spearman	0.5139691162405949	1.6627576211467383	Moran's I	RankSpearman
MouseBrainSerialSections	section1	morans_i	2000	0	heldout_clustering	heldout_ari	0.7093022654613698	1.6627576211467383	Moran's I	ARI
MouseBrainSerialSections	section1	morans_i	2000	0	heldout_clustering	heldout_nmi	0.7750272567613442	1.6627576211467383	Moran's I	NMI
MouseBrainSerialSections	section1	sparkx	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.4897579143389199	59.59254124294967	Moran's I	Jaccard
MouseBrainSerialSections	section1	sparkx	2000	0	spatial_reproducibility	heldout_moran_percentile	0.911639534303949	59.59254124294967	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	sparkx	2000	0	spatial_reproducibility	heldout_rank_spearman	0.4765747459598121	59.59254124294967	Moran's I	RankSpearman
MouseBrainSerialSections	section1	sparkx	2000	0	heldout_clustering	heldout_ari	0.7027840574670847	59.59254124294967	Moran's I	ARI
MouseBrainSerialSections	section1	sparkx	2000	0	heldout_clustering	heldout_nmi	0.7765226074518532	59.59254124294967	Moran's I	NMI
MouseBrainSerialSections	section1	nnsvg	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.7761989342806395	9523.509193881417	Moran's I	Jaccard
MouseBrainSerialSections	section1	nnsvg	2000	0	spatial_reproducibility	heldout_moran_percentile	0.9442724870362984	9523.509193881417	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	nnsvg	2000	0	spatial_reproducibility	heldout_rank_spearman	0.513394113141371	9523.509193881417	Moran's I	RankSpearman
MouseBrainSerialSections	section1	nnsvg	2000	0	heldout_clustering	heldout_ari	0.6316739170726949	9523.509193881417	Moran's I	ARI
MouseBrainSerialSections	section1	nnsvg	2000	0	heldout_clustering	heldout_nmi	0.7512493835159856	9523.509193881417	Moran's I	NMI
