dataset	fs_method	n_features	integration_method	Dataset	Integrator	Comparison	Seed0	OtherSeed
STOmics0218	seurat_disp	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7452953605065002	0.743993031754282
STOmics0218	seurat_disp	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7415565420960254	0.7467536484025106
STOmics0218	seurat_mvp	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7688455117251143	0.7551761136693871
STOmics0218	seurat_mvp	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7332123203791352	0.7460209671554059
STOmics0218	seurat_sct	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7462618806178865	0.7370281394680473
STOmics0218	seurat_sct	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7444934033779987	0.7406250925636749
STOmics0218	seurat_vst	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7445816033664092	0.7674300158022045
STOmics0218	seurat_vst	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7413562208346989	0.7484295741893721
STOmics0218	singleCellHaystack	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7533518651641962	0.7494007660526392
STOmics0218	singleCellHaystack	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7311970324201688	0.7725584539139612
STOmics0218	somde	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7611670552884673	0.7432428774069527
STOmics0218	somde	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7285895464998855	0.7594576721324495
STOmics0218	sparkx	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7312475024125159	0.7340387682922177
STOmics0218	sparkx	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.706413522891726	0.7230851734547052
STOmics0218	spatialde	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7628128652992782	0.7506100846099653
STOmics0218	spatialde	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7494984392285	0.7406718866397413
STOmics0218	statistic_mean	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7301893379440307	0.742082745290057
STOmics0218	statistic_mean	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7364477940364293	0.7384472555051225
STOmics0218	statistic_variance	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7414545780119407	0.7363876984960217
STOmics0218	statistic_variance	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7560816407544125	0.7422551626043761
STOmics0218	triku	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7526647495899623	0.7740759901127889
STOmics0218	triku	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7468832552631957	0.7511684994111771
STOmics0218	wilcoxon	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7536573099652565	0.764820942779475
STOmics0218	wilcoxon	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.739852681018222	0.7310951172265705
STOmics0224	Brennecke	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6447668575769145	0.669711974409603
STOmics0224	Brennecke	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5971418892226916	0.6221265572285928
STOmics0224	TFs	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6083921412066989	0.6088838775116854
STOmics0224	TFs	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.4276274274893592	0.4525974687853621
STOmics0224	all_features	all	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.5838745440975067	0.6096642616037282
STOmics0224	all_features	all	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.4081712383106631	0.43289319713536945
STOmics0224	anticor	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6265397447067401	0.6235677667735678
STOmics0224	anticor	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6329548402401763	0.6792694182586917
STOmics0224	dubstepr	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6415812950154804	0.620535136183963
STOmics0224	dubstepr	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5412948686804133	0.5952144978247514
STOmics0224	hotspot	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6217120183555511	0.609221251833422
STOmics0224	hotspot	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6601338663334233	0.6505471647852693
STOmics0224	morans_i	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6225869219271273	0.6488375351454794
STOmics0224	morans_i	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6165228731161128	0.6412899232860756
STOmics0224	nbumi	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.660582425791969	0.6681296182196361
STOmics0224	nbumi	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5640255574128743	0.5614078107142746
STOmics0224	nnsvg	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6231082936067137	0.6366420287883273
STOmics0224	nnsvg	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5847020481724139	0.6032998907091602
STOmics0224	osca	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6336399375006034	0.6628540843564992
STOmics0224	osca	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6323163704069468	0.6375148297244198
STOmics0224	random	500	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.5425959290284171	0.5187196171813351
STOmics0224	random	500	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.3681994910156505	0.4012737398863421
STOmics0224	scPNMF	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6525927218900454	0.6098224986523539
STOmics0224	scPNMF	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6309611413351577	0.6238919931394172
STOmics0224	scanpy_cell_ranger	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6855170863938045	0.6741988839128392
STOmics0224	scanpy_cell_ranger	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5338960209928423	0.5324041419955061
STOmics0224	scanpy_cell_ranger_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6558365759483831	0.6672361232321775
STOmics0224	scanpy_cell_ranger_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5527631641453118	0.5321195340069278
STOmics0224	scanpy_pearson	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6275207124768452	0.6337742739999549
STOmics0224	scanpy_pearson	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6429052171061727	0.6207302505957666
STOmics0224	scanpy_pearson_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6468320895258897	0.6208447317963937
STOmics0224	scanpy_pearson_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5878525653369489	0.5730701241865662
STOmics0224	scanpy_seurat	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.673547182683093	0.6602906706352616
STOmics0224	scanpy_seurat	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.592453422609819	0.6378876253399186
STOmics0224	scanpy_seurat_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6402985170782306	0.6438061615455289
STOmics0224	scanpy_seurat_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5856052702547261	0.5929420896769018
STOmics0224	scanpy_seurat_v3	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6221323660758646	0.6437657708820443
STOmics0224	scanpy_seurat_v3	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5922592241867956	0.5543526961800964
STOmics0224	scanpy_seurat_v3_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6578663915560589	0.683263728176004
STOmics0224	scanpy_seurat_v3_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5631110078732852	0.5910032878172686
STOmics0224	scry	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6091158351043844	0.6336966511281246
STOmics0224	scry	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.598713253035392	0.5842428346343942
STOmics0224	scsegindex	500	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.5166083014407572	0.5043376877034644
STOmics0224	scsegindex	500	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.3813741953850937	0.37223925287469806
STOmics0224	seurat_disp	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6519078993573617	0.6341955616330428
STOmics0224	seurat_disp	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.639439291339557	0.66046886962342
STOmics0224	seurat_mvp	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6667256929670549	0.6442421085745142
STOmics0224	seurat_mvp	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.596991480033338	0.6141229097467671
STOmics0224	seurat_sct	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6542629260412587	0.6280062770081463
STOmics0224	seurat_sct	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6562965600883794	0.6399406031739372
STOmics0224	seurat_vst	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6519613247051803	0.6266196275799407
STOmics0224	seurat_vst	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6009537537506332	0.5646389398870281
STOmics0224	singleCellHaystack	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6313144715609291	0.6535344619784247
STOmics0224	singleCellHaystack	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.3980942865816127	0.42850424437822854
STOmics0224	somde	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.631301692519707	0.6005375667718977
STOmics0224	somde	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6373315845462917	0.618291466461799
STOmics0224	sparkx	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6320335021857337	0.6242977766081537
STOmics0224	sparkx	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5615284135129928	0.5755775077641246
STOmics0224	spatialde	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6492353150471437	0.6415585502798751
STOmics0224	spatialde	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6009490154611918	0.5966705054091122
STOmics0224	statistic_mean	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6136537989489723	0.632624377816974
STOmics0224	statistic_mean	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5808585566250268	0.5698939394480866
STOmics0224	statistic_variance	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6257318945159853	0.6390663611134992
STOmics0224	statistic_variance	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.57339271437558	0.5868571889761522
STOmics0224	triku	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6178926754152643	0.6357976319178322
STOmics0224	triku	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.6189412290166436	0.6354747201157365
STOmics0224	wilcoxon	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 2	0.6529503832498338	0.6423927312851514
STOmics0224	wilcoxon	2000	scvi	STOmics-0224	scVI	Seed 0 vs 2	0.5987502107451032	0.6799104829463809
